,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Hazardous,Capacity (kg),Ports (single / dual),Size,By Model Number,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Attachment 5,Range,Evaporator Fans,Power Supply,Attachment 6,Weight,Refrigerant Suitability,Fin Spacing mm,Depth (mm),Surface Area,Air Throw,Fan Amps,Motor,Air Volume (m3 per s),Capacity at SC2 R404A,Inlet Size,Noise Level,Number of Fans,Outlet Size,ASHRAE Code,Safety Classification,GWP,Connection Size,Pressure,Model For Use With,Dimensions (L x W x D),Defrost,Feature 9,Feature 10,Feature 11,Feature 12,Attachment 7,Pack Quantity,Liquid Line Connection,Suction Connection Size (inch),Material Type,Warranty,Material,Attachment 8,Attachment 9,Attachment 10,Attachment 11,Amps,Connection Type,Voltage Rating,Display Type,Sensor,Application,Feature 13,Feature 14,Electric Supply,Operating Temperature Range (C),Cable Length (m),IP Rating,Maximum Working Pressure (Bar g),Feature 15,Diameter,Nominal Running Current (A),Speed RPM,Phase
116,P672330,"Henry Technologies 5231 pressure relief valve 24.1bar 1/2x5/8"" (ce ped)",Henry Technologies,69.3,"Protecting refrigeration systems against over-pressure, this Henry Technologies 5231 pressure relief valve (PRV) has 1/2"" NPTF x 5/8"" SAE flare connections. This PRV discharges vapour only and therefore should not be used to vent liquid refrigerant. Back-pressure dependent, the valves are used to discharge to atmosphere.","Refrigeration/Refrigeration.csv -> Henry Technologies 5231 pressure relief valve 24.1bar 1/2x5/8"" (ce ped)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/32/NW-672329_672332_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Henry_Technologies_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,P675120,Danfoss T2/TE2 solder orifice (04),Danfoss,16.2,"Compatible with a variety of refrigerants, this Danfoss T2/TE2 size 04 orifice is intended for use with thermostatic expansion valves. It has a solder connection type.",Refrigeration/Refrigeration.csv -> Danfoss T2/TE2 solder orifice (04),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/22/NW-675115_675122_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_11_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Danfoss_T2_TE2_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,P670063,Danfoss XGE-4C fan speed controller,Danfoss,123.67,Speed controller.,Refrigeration/Refrigeration.csv -> Danfoss XGE-4C fan speed controller,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/65/670065_wm.jpg,,,,,,N,,,,,061H3140,Speed Fan Controller,N,Controls fan motors from 0.2 to 3.0 amps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,P675622,"Ranco O16 O16-R6703 flared single pressure control, low pressure -0.3 - 7.0bar",Ranco,27.63,"Certified for use as a specific safety device, this Ranco O16-R6703 adjustable low pressure switch with 1/4"" flare connection is part of an SPDT series with high capacity contacts. Switches in this range are supplied in various pressure ranges and with fittings including a solder braze tube, mechanical fitting or with capillary and switch action. Suitable for use in commercial applications, O16 switches control refrigeration cabinets and chillers or can be used as safety cut-outs.","Refrigeration/Refrigeration.csv -> Ranco O16 O16-R6703 flared single pressure control, low pressure -0.3 - 7.0bar",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/22/NW-675622_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ranco_O16_O17_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ranco_O16_O17_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ranco_O16_O17_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ranco_O-Series_HD_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,P675635,Ranco O17 O17-R4705 flared dual pressure control,Ranco,48.44,"Certified for use as a specific safety device, this Ranco O17-R4705 adjustable dual pressure switch with 1/4"" flare connection is part of an SPDT series with high capacity contacts. Switches in this range are supplied in various pressure ranges and with fittings including a solder braze tube, mechanical fitting or with capillary and switch action. Suitable for use in commercial applications, O16 switches control refrigeration cabinets and chillers or can be used as safety cut-outs.",Refrigeration/Refrigeration.csv -> Ranco O17 O17-R4705 flared dual pressure control,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/35/NW-675635_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ranco_O16_O17_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ranco_O16_O17_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ranco_O16_O17_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ranco_O-Series_HD_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,P675625,"Ranco O16 O16-R6750 flared single pressure control, high pressure 6 - 32bar",Ranco,28.8,"Certified for use as a specific safety device, this Ranco O16-R6750 adjustable high pressure switch with 1/4"" flare connection is part of an SPDT series with high capacity contacts. Switches in this range are supplied in various pressure ranges and with fittings including a solder braze tube, mechanical fitting or with capillary and switch action. Suitable for use in commercial applications, O16 switches control refrigeration cabinets and chillers or can be used as safety cut-outs.","Refrigeration/Refrigeration.csv -> Ranco O16 O16-R6750 flared single pressure control, high pressure 6 - 32bar",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/26/NW-675625_675626_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ranco_O16_O17_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ranco_O16_O17_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ranco_O16_O17_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ranco_O-Series_HD_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,P684826,A-Gas R407A rental cylinder 13kg,A Gas,392.79,"This A-Gas 13kg rental cylinder contains R-407A, a HFC blend, suitable as a replacement for R-22 and R-404A in low and medium temperature supermarket applications. With a moderate Global Warming Potential (GWP), R-407A is also considered suitable as an interim replacement for R-404A and R507 in existing and new applications.",Refrigeration/Refrigeration.csv -> A-Gas R407A rental cylinder 13kg,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/26/NW-684826_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R407A_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R407A_Pressure_Temp_Chart.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,P684876,A-Gas CO2 Liquid Rental Cylinder 30ltr,A Gas,229.54,"This A-Gas 30L rental cylinder contains refrigerant grade R-744 (CO2), a suitable replacement for R-134A and R-404A in ultra-low, low and medium temperature refrigeration applications. Offering an Ozone Depleting Potential (ODP) of 0 and a global warming potential (GWP) of 1, the increasingly popular R-744 (CO2) is a natural refrigerant for eco-friendly use. With a water content ten times lower than industrial grade R-744 (CO2), this cylinder helps to prevent the formation of carbonic acid which can result in corrosion of machinery and pipework.",Refrigeration/Refrigeration.csv -> A-Gas CO2 Liquid Rental Cylinder 30ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/76/NW-684876_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_CO2_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R744_Pressure_Temp_Chart.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,P675087,Danfoss TS 2 flared internal equalization (Range-N),Danfoss,43.66,"Used to regulate the injection of R404A or R507A refrigerant into an evaporator, the Danfoss T2 3/8 x 1/2"" thermostatic expansion valve is particularly well suited to liquid injection in dry evaporators where the superheat at the evaporator's outlet is proportional to evaporator load.",Refrigeration/Refrigeration.csv -> Danfoss TS 2 flared internal equalization (Range-N),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/87/NW-675087_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_11_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_T2_TE2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_T2_TE2_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_T2_TE2_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,P688718,A-Gas Solstice N40 R448A rental cylinder 23kg,A Gas,696.19,"This A-Gas 23kg rental cylinder contains Solstice N40 R-448A, a non-flammable HFO blend suitable as a replacement for R-404A and R-22 in low and medium temperature refrigeration applications. Solstice combines a low Global Warming Potential (GWP) with high energy efficiency and offers reduced compressor discharge temperature in medium and low temperatures.",Refrigeration/Refrigeration.csv -> A-Gas Solstice N40 R448A rental cylinder 23kg,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/19/NW-688718_688719_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/gr/am/A-Gas_Solstice-N40_Program.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R448A_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R448A_Pressure_Temp_Chart.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,P623362,Danfoss TE2 range-N flare/flare thermostatic expansion valve (refrigerant R448A/R449A),Danfoss,69.75,"Used to regulate the injection of R448A and R449A refrigerant into an evaporator, the Danfoss TE2 3/8 x 1/2"" thermostatic expansion valve is particularly well suited to liquid injection in dry evaporators where the superheat at the evaporator's outlet is proportional to evaporator load.",Refrigeration/Refrigeration.csv -> Danfoss TE2 range-N flare/flare thermostatic expansion valve (refrigerant R448A/R449A),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/62/NW-623361_623362_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_T2_TE2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_T2_TE2_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_T2_TE2_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,P692545,Europa Pressure Coupler 1m,Europa,6.62,A Europa 1M pressure coupler.,Refrigeration/Refrigeration.csv -> Europa Pressure Coupler 1m,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/45/NW-692545_wm.jpg,,,,,,N,,,,,PC-1000,Pressure Coupler,N,1meter length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,P678875,Flexelec CSC2 drain line heater 4m/160w/230v,Flexelec,25.22,"The Flexelec CSC2 230V, 160W drain line heater is designed to be laid inside pipes and used for draining water from thawing refrigeration equipment in cold rooms, operating only during thawing cycles.",Refrigeration/Refrigeration.csv -> Flexelec CSC2 drain line heater 4m/160w/230v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/77/NW-678872_678877_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Flexelec_CSC2_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Flexelec_CSC2_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Flexelec_CSC2_RoHS_Certification.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Flexelec_CSC2_REACH_Certification.pdf,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Flexelec_CSC2_CE_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,P671191,"Javac 9884167 female x MPT schraeder check valve 1/4 x 1/8""",Javac,11.57,"Since it’s inception in 1964, the company has lead the way in HVAC tool technology and is one of the worlds leading manufacturing specialists in vacuum and refrigeration products, designing and building their own brand of recovery and vacuum products for the refrigeration industry.","Refrigeration/Refrigeration.csv -> Javac 9884167 female x MPT schraeder check valve 1/4 x 1/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/91/671191_wm.jpg,,,,,,N,,,,,9884167,Check Valve,N,Quality assured to ISO 9001-2008 standards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/8 in x 1/4 in,,,,,,,,,,Pack of 5,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,P674968,Danfoss KP2 low pressure auto reset switch,Danfoss,54.3,"Designed for use in refrigeration and air conditioning systems, the Danfoss KP2 low pressure switch with 1/4"" flare connection provides protection from low suction pressure or high discharge pressure. It can also be used to start and stop refrigeration compressors and fans on air-cooled condensers. Connecting directly to a single-phase AC motor up to 2kW, the KP1 can alternatively be installed in the control circuit of DC or large AC motors. This device is fitted with a SPDT switch, its position determined by the pressure switch setting and pressure at the connector.",Refrigeration/Refrigeration.csv -> Danfoss KP2 low pressure auto reset switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/68/NW-674968_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_9_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Danfoss_KP_PressureSwitch_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_KP_PressureSwitch_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_CoolingSegment_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,P693643,"Danfoss EVR3 normally closed flared solenoid valve 3/8""",Danfoss,43.42,"A direct or servo operated solenoid valve, the Danfoss EVR3 is designed for use in liquid, suction and hot gas lines. It offers compatibility with most refrigerants, including flammable options. This solenoid valve has 3/8"" flare connections.","Refrigeration/Refrigeration.csv -> Danfoss EVR3 normally closed flared solenoid valve 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/43/NW-693641_693643_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fe/ty/Danfoss_EVR_Safety.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_EVR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_EVR_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_SolenoidValve_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,P693633,Danfoss BG BG230AS coil with terminal box 220/230v 12w,Danfoss,43.1,"Designed for aggressive environments, the Danfoss BG 15W 220 to 230VAC solenoid coil is capable of operating in high humidity and temperature fluctuations, making it ideal for use in refrigeration systems. With a clip-on fastening system, this coil ensures faultless and simple installation. Simply dismounted with a screwdriver, the coil is mounted with no need for tools whatsoever.",Refrigeration/Refrigeration.csv -> Danfoss BG BG230AS coil with terminal box 220/230v 12w,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/33/NW-693633_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_Solenoid_Coil_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_BB_BE_BF_BG_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_BB_BE_BF_BG_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,P685167,Beermaster BMOP320-3 3 phase condensing unit,Beermaster,2864.91,"Beermaster from Climate Center condensing unit is a flexible packaged cooling system, designed to fully incorporate the demands of the modern cellar cooling industry. An extensive range of reliable, efficient, service friendly condensing units and evaporators catering for cooling capacities between 3 and 15 kW, with rated ambient temperatures up to 38°C. Selections are available with cellar temperatures from 4°C to 12°C, which will meet the increasing range of cooling requirements for pubs, clubs and wine bars. In addition, sound levels have been minimised throughout the range of BMO condensing units and BMIE evaporators. Consisting of compact BMO outdoor, weatherproof, housed units aligned with space saving BMIE evaporators now incorporating EC fan technology, the Climate Center Beermaster range is the solution to all cellar cooling applications. Operating two BMIE evaporators will successfully cool cellars with irregular shapes (with one BMO condensing unit.) Temperature is controlled from one evaporator, t",Refrigeration/Refrigeration.csv -> Beermaster BMOP320-3 3 phase condensing unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/69/NW-685166_685169_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/-3/685167_IM_Beermaster_BM+_OP320-3.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Beermaster_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Beermaster_BMIE-BMO_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,P683998,Tecumseh SILENSYS SIL AJ 9510Z FZ sil aj 9510z 230v silensys cu,Tecumseh,1581.82,"Both quiet and safe in operation, the Tecumseh Silensys SILAJ 9510Z FZ single phase packaged condensing unit contains a compressor, condenser, fan motor and mounting plate. Attractively designed, this condensing unit has a heat exchanger function for cooling down and condensing incoming refrigerant vapor, its fan pulling outside air through the heat exchanger for effective cooling of the internal refrigerant.",Refrigeration/Refrigeration.csv -> Tecumseh SILENSYS SIL AJ 9510Z FZ sil aj 9510z 230v silensys cu,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/01/NW-683997_684001_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Tecumseh_Silensys_DG9051_A_3_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Tecumseh_SILAJ9510ZFZ_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Tecumseh_General_Cond_Unit_Cat_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
