,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Colour,Pressure,Projection Depth,Range,Style,Warranty,Watts,Weight,Hazardous,Projection,Fuel Source,Material,Orientation,Output (W),Shape,Wall to Centre Tapping,BTU h,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Attachment 9
26,P231756,Myson LST Super Plus low surface temperature radiator 650 x 1800mm,Myson,1057.53,"Install the Myson LST Super Plus radiator anywhere that safety and cleanliness is of the utmost importance. This horizontal double panel radiator is compliant with NHS Estates Guidance so it's ideal for use in hospitals and other clinical settings as well as providing low-risk heating in care homes, schools, student accommodation and social housing. The 6387 BTU/h Myson LST Super Plus has a rounded steel casing free of sharp edges, concealed pipework, a low surface temperature of less than 43°C and is treated with an antibacterial paint for dependability even in the most challenging setting.",Radiators/Central Heating Radiators/LST Radiators/LST Radiators.csv -> Myson LST Super Plus low surface temperature radiator 650 x 1800mm,,Low surface temperature (LST) radiator;Fixing brackets;Air vent ;plug pack;Instructions manual,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/57/231756_231757_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_LST_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Myson_LST_Direct_Fit_TRV_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Myson_LST_Close_Coupled_TRV_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_LST_Horizontal_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_ProductRange_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_LST_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_Radiator_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,P202521,Stelrad LST I Plus K2 low surface temperature radiator 650 x 850mm,Stelrad,474.44,"Safe and practical, the 850 x 650mm Stelrad LST I Plus radiator meets NHS Guidance for 'safe hot water and surface temperature' and has been finished in antibacterial paint, ideal for safety critical environments. This radiator is supplied with a Danfoss RAS-D remote sensor, specifically designed for commercial heating systems, allowing users to pre-set room temperature availability to anywhere between 5°C and 26°C for both safety and economy. Allowing for piping flexibility, the LST I Plus features a reversible flat panel outer casing locked by security fittings, along with a unique seam fixing bracket system designed to prevent unauthorised access to the radiator's emitter. For ease of installation, all components are supplied together in a single package, all safely wrapped to prevent damage during transit, storage and fitting.",Radiators/Central Heating Radiators/LST Radiators/LST Radiators.csv -> Stelrad LST I Plus K2 low surface temperature radiator 650 x 850mm,,LST double panel double convector radiator;Danfoss RAS-D remote sensor,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/49/NW-202503_202549_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_LST_Range_I_Plus_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_LST_I_Plus_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,P216068,Stelrad LST Standard K2 low surface temperature radiator 800 x 1360mm,Stelrad,759.9,"Safe and hardwearing, the Stelrad LST Standard double panel rectangular radiator is an ever-popular choice for hospitals and clinical environments as well as care and educational settings. This reliable 6292 BTU/h output radiator is finished in an antibacterial Traffic White paint and features an attractive, easy to install reversible flat panel fascia which is locked with security fittings and seam fixing brackets and designed to maintain a low surface temperature. Strictly laboratory-tested, each of the LST Standard's emitters is designed to comply with NHS and European standards.",Radiators/Central Heating Radiators/LST Radiators/LST Radiators.csv -> Stelrad LST Standard K2 low surface temperature radiator 800 x 1360mm,,Low surface temperature radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/71/216000_216071_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_Radiator_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_LST_Standard_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,P216034,Stelrad LST Standard P+ low surface temperature radiator 650 x 960mm,Stelrad,389.27,"Safe and hardwearing, the Stelrad LST Standard double panel rectangular radiator is an ever-popular choice for hospitals and clinical environments as well as care and educational settings. This reliable 2637 BTU/h output radiator is finished in an antibacterial Traffic White paint and features an attractive, easy to install reversible flat panel fascia which is locked with security fittings and seam fixing brackets and designed to maintain a low surface temperature. Strictly laboratory-tested, each of the LST Standard's emitters is designed to comply with NHS and European standards.",Radiators/Central Heating Radiators/LST Radiators/LST Radiators.csv -> Stelrad LST Standard P+ low surface temperature radiator 650 x 960mm,,Low surface temperature radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/71/216000_216071_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_Radiator_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_LST_Standard_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,P202531,Stelrad LST I Plus K2 low surface temperature radiator 800 x 1250mm,Stelrad,902.31,"Safe and practical, the 1250 x 800mm Stelrad LST I Plus radiator meets NHS Guidance for 'safe hot water and surface temperature' and has been finished in antibacterial paint, ideal for safety critical environments. This radiator is supplied with a Danfoss RAS-D remote sensor, specifically designed for commercial heating systems, allowing users to pre-set room temperature availability to anywhere between 5°C and 26°C for both safety and economy. Allowing for piping flexibility, the LST I Plus features a reversible flat panel outer casing locked by security fittings, along with a unique seam fixing bracket system designed to prevent unauthorised access to the radiator's emitter. For ease of installation, all components are supplied together in a single package, all safely wrapped to prevent damage during transit, storage and fitting.",Radiators/Central Heating Radiators/LST Radiators/LST Radiators.csv -> Stelrad LST I Plus K2 low surface temperature radiator 800 x 1250mm,,LST double panel double convector radiator;Danfoss RAS-D remote sensor,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/49/NW-202503_202549_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_LST_Range_I_Plus_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_LST_I_Plus_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,P202520,Stelrad LST I Plus K2 low surface temperature radiator 650 x 650mm,Stelrad,418.37,"Safe and practical, the 650 x 650mm Stelrad LST I Plus radiator meets NHS Guidance for 'safe hot water and surface temperature' and has been finished in antibacterial paint, ideal for safety critical environments. This radiator is supplied with a Danfoss RAS-D remote sensor, specifically designed for commercial heating systems, allowing users to pre-set room temperature availability to anywhere between 5°C and 26°C for both safety and economy. Allowing for piping flexibility, the LST I Plus features a reversible flat panel outer casing locked by security fittings, along with a unique seam fixing bracket system designed to prevent unauthorised access to the radiator's emitter. For ease of installation, all components are supplied together in a single package, all safely wrapped to prevent damage during transit, storage and fitting.",Radiators/Central Heating Radiators/LST Radiators/LST Radiators.csv -> Stelrad LST I Plus K2 low surface temperature radiator 650 x 650mm,,LST double panel double convector radiator;Danfoss RAS-D remote sensor,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/49/NW-202503_202549_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_LST_Range_I_Plus_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_LST_I_Plus_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,P216022,Stelrad LST Standard K2 low surface temperature radiator 500 x 1760mm,Stelrad,592.17,"Safe and hardwearing, the Stelrad LST Standard double panel rectangular radiator is an ever-popular choice for hospitals and clinical environments as well as care and educational settings. This reliable 4750 BTU/h output radiator is finished in an antibacterial Traffic White paint and features an attractive, easy to install reversible flat panel fascia which is locked with security fittings and seam fixing brackets and designed to maintain a low surface temperature. Strictly laboratory-tested, each of the LST Standard's emitters is designed to comply with NHS and European standards.",Radiators/Central Heating Radiators/LST Radiators/LST Radiators.csv -> Stelrad LST Standard K2 low surface temperature radiator 500 x 1760mm,,Low surface temperature radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/71/216000_216071_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_Radiator_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_LST_Standard_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,P202546,Stelrad LST I Plus P+ low surface temperature radiator 650 x 1050mm,Stelrad,495.98,"Safe and practical, the 1050 x 650mm Stelrad LST I Plus radiator meets NHS Guidance for 'safe hot water and surface temperature' and has been finished in antibacterial paint, ideal for safety critical environments. This radiator is supplied with a Danfoss RAS-D remote sensor, specifically designed for commercial heating systems, allowing users to pre-set room temperature availability to anywhere between 5°C and 26°C for both safety and economy. Allowing for piping flexibility, the LST I Plus features a reversible flat panel outer casing locked by security fittings, along with a unique seam fixing bracket system designed to prevent unauthorised access to the radiator's emitter. For ease of installation, all components are supplied together in a single package, all safely wrapped to prevent damage during transit, storage and fitting.",Radiators/Central Heating Radiators/LST Radiators/LST Radiators.csv -> Stelrad LST I Plus P+ low surface temperature radiator 650 x 1050mm,,LST double panel double convector radiator;Danfoss RAS-D remote sensor,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/49/NW-202503_202549_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_LST_Range_I_Plus_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_LST_I_Plus_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,P202500,Stelrad LST I Plus K1 low surface temperature radiator 650 x 1450mm,Stelrad,552.3,"Safe and practical, the 1450 x 650mm Stelrad LST I Plus radiator meets NHS Guidance for 'safe hot water and surface temperature' and has been finished in antibacterial paint, ideal for safety critical environments. This radiator is supplied with a Danfoss RAS-D remote sensor, specifically designed for commercial heating systems, allowing users to pre-set room temperature availability to anywhere between 5°C and 26°C for both safety and economy. Allowing for piping flexibility, the LST I Plus features a reversible flat panel outer casing locked by security fittings, along with a unique seam fixing bracket system designed to prevent unauthorised access to the radiator's emitter. For ease of installation, all components are supplied together in a single package, all safely wrapped to prevent damage during transit, storage and fitting.",Radiators/Central Heating Radiators/LST Radiators/LST Radiators.csv -> Stelrad LST I Plus K1 low surface temperature radiator 650 x 1450mm,,LST single panel single convector radiator;Danfoss RAS-D remote sensor,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/01/NW-202500_202501_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_LST_Range_I_Plus_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_LST_I_Plus_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,P202522,Stelrad LST I Plus K2 low surface temperature radiator 650 x 1050mm,Stelrad,608.15,"Safe and practical, the 1050 x 650mm Stelrad LST I Plus radiator meets NHS Guidance for 'safe hot water and surface temperature' and has been finished in antibacterial paint, ideal for safety critical environments. This radiator is supplied with a Danfoss RAS-D remote sensor, specifically designed for commercial heating systems, allowing users to pre-set room temperature availability to anywhere between 5°C and 26°C for both safety and economy. Allowing for piping flexibility, the LST I Plus features a reversible flat panel outer casing locked by security fittings, along with a unique seam fixing bracket system designed to prevent unauthorised access to the radiator's emitter. For ease of installation, all components are supplied together in a single package, all safely wrapped to prevent damage during transit, storage and fitting.",Radiators/Central Heating Radiators/LST Radiators/LST Radiators.csv -> Stelrad LST I Plus K2 low surface temperature radiator 650 x 1050mm,,LST double panel double convector radiator;Danfoss RAS-D remote sensor,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/49/NW-202503_202549_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_LST_Range_I_Plus_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_LST_I_Plus_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,P231711,Myson LST Super low surface temperature radiator 650 x 800mm,Myson,354.61,"Compliant with NHS Estates Guidance, the Myson LST Super radiator is the ideal choice when heating any building where safety and cleanliness is a vital consideration. Suitable in hospitals and other clinical settings and an excellent choice for care homes, schools, student accommodation and social housing, this horizontal double panel radiator provides 1245 BTU/h of reliable heat and features a rounded steel casing with no sharp edges, safely concealed pipework, a low surface temperature of less than 43°C and an antibacterial paint finish for wipe-clean peace of mind.",Radiators/Central Heating Radiators/LST Radiators/LST Radiators.csv -> Myson LST Super low surface temperature radiator 650 x 800mm,,Low surface temperature (LST) radiator;Fixing brackets;Air vent and plug pack;Instructions manual,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/11/231710_231711_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_LST_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Myson_LST_Direct_Fit_TRV_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Myson_LST_Close_Coupled_TRV_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_LST_Horizontal_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_LST_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_ProductRange_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_Radiator_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,P231760,Myson LST Super Plus low surface temperature radiator 850 x 600mm,Myson,394.21,"Install the Myson LST Super Plus radiator anywhere that safety and cleanliness is of the utmost importance. This horizontal double panel radiator is compliant with NHS Estates Guidance so it's ideal for use in hospitals and other clinical settings as well as providing low-risk heating in care homes, schools, student accommodation and social housing. The 2249 BTU/h Myson LST Super Plus has a rounded steel casing free of sharp edges, concealed pipework, a low surface temperature of less than 43°C and is treated with an antibacterial paint for dependability even in the most challenging setting.",Radiators/Central Heating Radiators/LST Radiators/LST Radiators.csv -> Myson LST Super Plus low surface temperature radiator 850 x 600mm,,Low surface temperature (LST) radiator;Fixing brackets;Air vent ;plug pack;Instructions manual,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/66/231760_231766_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_LST_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Myson_LST_Direct_Fit_TRV_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Myson_LST_Close_Coupled_TRV_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_LST_Horizontal_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_ProductRange_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_LST_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_Radiator_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,P231723,Myson LST Super low surface temperature radiator 850 x 1200mm,Myson,528.32,"Compliant with NHS Estates Guidance, the Myson LST Super radiator is the ideal choice when heating any building where safety and cleanliness is a vital consideration. Suitable in hospitals and other clinical settings and an excellent choice for care homes, schools, student accommodation and social housing, this horizontal double panel radiator provides 3013 BTU/h of reliable heat and features a rounded steel casing with no sharp edges, safely concealed pipework, a low surface temperature of less than 43°C and an antibacterial paint finish for wipe-clean peace of mind.",Radiators/Central Heating Radiators/LST Radiators/LST Radiators.csv -> Myson LST Super low surface temperature radiator 850 x 1200mm,,Low surface temperature (LST) radiator;Fixing brackets;Air vent ;plug pack;Instructions manual,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/23/231721_231723_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_LST_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Myson_LST_Direct_Fit_TRV_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Myson_LST_Close_Coupled_TRV_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_LST_Horizontal_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_LST_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_ProductRange_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_Radiator_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,P216033,Stelrad LST Standard P+ low surface temperature radiator 650 x 760mm,Stelrad,332.61,"Safe and hardwearing, the Stelrad LST Standard double panel rectangular radiator is an ever-popular choice for hospitals and clinical environments as well as care and educational settings. This reliable 1979 BTU/h output radiator is finished in an antibacterial Traffic White paint and features an attractive, easy to install reversible flat panel fascia which is locked with security fittings and seam fixing brackets and designed to maintain a low surface temperature. Strictly laboratory-tested, each of the LST Standard's emitters is designed to comply with NHS and European standards.",Radiators/Central Heating Radiators/LST Radiators/LST Radiators.csv -> Stelrad LST Standard P+ low surface temperature radiator 650 x 760mm,,Low surface temperature radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/71/216000_216071_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_Radiator_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_LST_Standard_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
