,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Flow Rate,Max System Pressure Cold (Bar),Min System Pressure Cold (Bar),Warranty,Hazardous,Depth (mm),Material,Number of Outlets,Number of Spray Patterns,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Amps,Connection Type,Operating Temperature,Position,Pressure,Pump Type,Range,Voltage (V),Watts,Phase,Positive / Neutral / Universal,Twin / Single,Thickness,Frame Colour,Attachment 6,Attachment 7,Water Heating Declared Load Profile,Water Heating Energy Efficiency Class,Sound Power Level (Indoors),Manual / Thermostatic,Shower Head Diameter,Engine Box Height (mm),Engine Box Width (mm),Engine Box Depth (mm),Hose Length,Water Entry,Water Heating Energy Efficiency,Cable Entry,Projection Depth,Style,Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Number of Tap Holes,Feature 13,Pack Quantity,Shower Tray Shape,Floor Mounted,Anti Slip Surface,Riser included,Weight,Waste Kit Included,Sector,Material Type,Output,Feature 14,Diameter,Waste Supplied,Attachment 8,Remote Options,Shower Head Position,Controls,Display Type,Water Entry Points,Eco Setting
464,PD52510,Mira Flight Low shower tray no upstands 1600 x 760 White,Mira,290.95,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Low 1600 x 760mm flat top shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Low includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Showering/Showering.csv -> Mira Flight Low shower tray no upstands 1600 x 760 White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/14/NW-D52509_D52514_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Low_Rectangle_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PD28551,Merlyn MBox 2-door quadrant shower enclosure fixed panel 1200 x 800mm,Merlyn,294.3,"Combining practicality and style, the 1200 x 800mm Merlyn MBox two door, fixed panel offset quadrant shower enclosure is ideal for recess and corner shower installations. 1900mm tall and built from tough 6mm safety glass, the MBox offers reversible installation to suit your bathroom, easy installation with generous per profile adjustment and Mershield Stayclear treatment for effortless cleaning.",Showering/Showering.csv -> Merlyn MBox 2-door quadrant shower enclosure fixed panel 1200 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/52/UP-D28550_D28552_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Merlyn_MBox_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Merlyn_MBox_2_Quad_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Merlyn_MBox_April_2020_UK_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PN00849,Multipanel Classic bathroom wall panel hydrolock tongue and groove 2400 x 1200mm Frost White,Multipanel,157.79,"An easy, grout-free alternative to paint or tiling, this 1200mm Multipanel Classic wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. This panel has a Frost White finish, a cool, bright gloss for a clean look.",Showering/Showering.csv -> Multipanel Classic bathroom wall panel hydrolock tongue and groove 2400 x 1200mm Frost White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/49/NW-N00849_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/MPanel_Classic_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Multipanel_Brochure_2013.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PD80338,Triton Pumped T80SR electric 8.5kW,Triton,477.52,"Shower in true peace and quiet with the Triton T80SR 8.5kW pumped electric shower, fitted with innovative new pump technology for the quietest possible operation. Integrally pumped and tank fed, this electric shower is ideal for challenging installations in homes where the mains pressure is low or unreliable or where pressure just isn't available. With a five spray pattern showerhead included, the T80SR delivers on the kind of showering indulgence rarely found in low pressure installations.",Showering/Showering.csv -> Triton Pumped T80SR electric 8.5kW,,Electric shower;Riser rail kit inc. hose & handset;Fitting instruction booklet,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/38/NW-D80338_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/D80338_ERP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/he/D80338_Product_Fiche.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/ts/Triton_T80SR_Pumped_Eshower_EPoints.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Triton_T80SR_Pumped_Eshower_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PN65950,Multipanel Linda Barker Panel Black Pietra Hydrolock 2400mm x 1200mm,,195.86,"Bathroom makeovers are effortless with the Multipanel Linda Barker Collection 2400 x 1200mm shower wall panel, an easy to install, simple to maintain alternative to tiling. Manufactured with an exterior grade MDF core and Hydrolock tongue-and-groove edges, Multipanel panels are fully waterproof and sustainable too. Finished in Black Pietra, a marble-effect in deep, rich tones, these panels will lend any bathroom a touch of true elegance.",Showering/Showering.csv -> Multipanel Linda Barker Panel Black Pietra Hydrolock 2400mm x 1200mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/50/N65950_wm.jpg,,,,,,Black,,,,,,11,Exterior grade MDF,,,,Bathroom Wall Panel,,Black Pietra finish,Exterior grade MDF construction,Tile effect design,Grout-free installation,Hydrolock for near seamless connection,Waterproof,Made in Britain,"Quick, easy installation",Easy to clean,FSC and PEFC certified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PD08172,Bristan ABS round fixed shower head 200mm,Bristan,39.07,Ensure your project is given the perfect finishing touch with our range of Accessories,Showering/Showering.csv -> Bristan ABS round fixed shower head 200mm,,1 x Plastic Shower Head;1 x Fitting Instructions,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/72/NW-D08172_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_FHCABRS_Instruction.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PD52792,Mira Flight Low shower tray with 4 upstands 800 x 800mm,Mira,111.34,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Low 800 x 800mm four upstand shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Low includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Showering/Showering.csv -> Mira Flight Low shower tray with 4 upstands 800 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/93/NW-D52791_D52793_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Low_Square_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PD60430,Mira Sprint outlet double check valve Chrome Plated,Mira,57.57,"The Mira DCV-H keeps water from travelling back up the shower hose and into the water system if the showerhead is submerged, ensuring that waste water doesn't contaminate the system.",Showering/Showering.csv -> Mira Sprint outlet double check valve Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/30/NW-D60430_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Outlet_Valve_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,P231488,Bristan Cobalt bath filler tap Black pack,Bristan,119.0,"Stylishly square, this Bristan Cobalt bath filler tap is manufactured in robust brass with a smart black finish. The perfect finishing touch for an uber-modern bathroom, this tap combines unique looks with classic reliability.",Showering/Showering.csv -> Bristan Cobalt bath filler tap Black pack,,1 x Bath Filler;2 x Plinths;2 x Black Rubber 'O' Rings;2 x Rubber Washers;2 x Metal Back Nuts;1 x Fitting Instructions,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/01/D80801_wm.jpg,,,,,,Black,110.9,,0.3,10 Years,N,250,Brass,,,231488 PK,Bath Fillers 2 Hole,N,Brass construction,Black finish,Long life quarter-turn ceramic disc valves,With metal fixing nuts for durable security,Easy-operation lever handles,10 year warranty,,,,,,,,,60,,,,Cobalt,,,,,,,,,,,,,,,,,,,,,,104,Contemporary,Low,No,No,Yes,Fixed,Deck,Lever,2,,,,,,,,,,,,,,,,,,,,,
473,PT41182,Scudo S6 Square Edge Bath Screen 1400 x 800mm,Scudo,88.28,The Scudo S6 1400 x 800mm square edge bath screen offers universal fitting for left- or right-handed opening to suit your bathroom design. This smart chrome framed screen is manufactured in a robust toughened safety glass.,Showering/Showering.csv -> Scudo S6 Square Edge Bath Screen 1400 x 800mm,,Bath Screen,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/_a/T41182_A_wm.jpg,,,,,,White,,,,Lifetimes,N,,Glass & Aluminium,,,LS099N,Bath Screen,N,Manufactured in 6mm thick toughened safety glass,Reversible fitting for ease of installation,Aluminium frame construction,Polished chrome frame finish,Lifetime warranty,,,,,,,,,,,,,,,,,,,,6mm,Chrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PD61765,Mira Beat slide bar White/Chrome Plated,Mira,48.15,"Easy to install, the Mira Nectar white and chrome slide bar adjusts for fitting to existing screw holes with variable fixing points.",Showering/Showering.csv -> Mira Beat slide bar White/Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/65/NW-D61765_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_Shower_Access_Fittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PC02587,Grohe thermostatic compact cartridge 3/4IN,Grohe,117.55,"Using TurboStart technology, the compact Grohe 3/4"" thermostatic cartridge maintains a constant shower temperature for improved comfort and reliable safety.",Showering/Showering.csv -> Grohe thermostatic compact cartridge 3/4IN,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/87/NW-C02587_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grohe_47483000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PD12211,"Saracen straight rail 915mm, Silver",Saracen,21.73,Saracen straight rail is made up of aluminium. Behind every shower curtain is a great way to hang it up. Croydex rod and rail comes in a range of styles and offer several choices to complete bathroom look.,"Showering/Showering.csv -> Saracen straight rail 915mm, Silver",,Straight railTwelve hooksGlidersAll fixings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/11/NW-D12207_D12211_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/D12211_Saracen_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D12211_Saracen_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PE13333,Nabis Rectangular low level shower tray and waste 1400 x 800mm,Nabis,222.0,"Nabis Low Level shower tray with waste. Bathroom is special, it is where go to rejuvenate and soak away the stresses of the outside world. That is why new bathroom should be made into the perfect space for relaxing and unwinding. The Nabis bathroom collection offers a complete collection of bathroom products allowing to design that perfect space. Nabis offers a complete range of bathroom products to enable to design complete bathroom to the style and specification.",Showering/Showering.csv -> Nabis Rectangular low level shower tray and waste 1400 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/33/NW-E13325_E13333_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_E13233_E13234_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Shower_Tray_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PN86561,Perform Panel 5574 wall panel Nu-Lock 2400 x 1200 x 11mm Statuario Marble,Perform Panel,230.38,"An easy to install alternative to tiling and five times faster too, Nu-Style Nu-Lock 2400 x 1200mm shower wall panels have a smart tongue and groove design. Finished in Statuario Marble, a natural marble-inspired scheme, these panels are a stylish choice for any contemporary bathroom.",Showering/Showering.csv -> Perform Panel 5574 wall panel Nu-Lock 2400 x 1200 x 11mm Statuario Marble,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/61/N86561_wm.jpg,,,,,,Statuario,,,,,N,11,PLY,,,NL1200PLYSTATUARIO,Shower Panel,N,Statuario Marble finish,Nu-lock tongue and groove design,Plywood construction,Waterproof,Faster installation compared to tiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PD33519,Just Trays Fusion quadrant shower tray 55radius 800mm White,Just Trays,244.68,"Double-skinned for additional strength, this Just Trays Fusion 800mm flat top quadrant shower tray is made of a robust ABS-capped acrylic stone resin. Ultra-slimline at 45mm depth and lighter in weight than other stone resin models, this sleek tray is suitable for fitting flat to the floor or raised up on legs using the JT Fusion riser kit. It is supplied with a 90mm rapid waste capable of draining 48L away every minute.",Showering/Showering.csv -> Just Trays Fusion quadrant shower tray 55radius 800mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/21/NW-D33519_D33521_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Just_Trays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Just_Trays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Just_Trays_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PC92775,AKW OPT EW 900 HIGH SCRN SET 1200 X 1200,AKW,631.34,"Designed to meet the needs of domestic mobility users, the AKW Option EW 1200mm shower screen set in white has a 900mm high shower screen to protect carers from splashing, along with unique 360° two-way opening doors and a curtain for additional privacy. Included in this pack is an L-shaped curtain rail with 600mm trimmable ceiling support, gliders and fixings, making installation simple.",Showering/Showering.csv -> AKW OPT EW 900 HIGH SCRN SET 1200 X 1200,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/75/C92775_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/AKW_Multiple Screen_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/AKW_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AKW_ShowerScreens_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PN36715,Multipanel Classic external corner profile type B White,Multipanel,17.7,"Finish edges or join corner panels neatly with this Multipanel Classic type B 2450mm external corner profile in powder-coated white. Concealing and protecting the exposed edge of a tile panel, this profile also prevents water ingress. Using the appropriate profile and silicone sealant is recommended for a reliably watertight finish.",Showering/Showering.csv -> Multipanel Classic external corner profile type B White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/15/NW-N36715_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/s_/v2/MPanel_AluminiumExtru_MSDS_V2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PD16377,Roman Haven6 bi-fold shower door 900mm,Roman,252.22,"Designed with precision-crafted glides and hinges, this Roman Haven6 1900 x 900mm bifold door shower enclosure maximises space in your bathroom. The door folds back into the shower surround with ease, so there's no knocking into sinks or manoeuvring around the loo as you step out. Simple and modern, this enclosure is made using robust, clear glass with a smart silver frame. An additional frameless panel is available for corner fitting.",Showering/Showering.csv -> Roman Haven6 bi-fold shower door 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/77/NW-D16377_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Roman_H3B_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roman_H3B_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PF49920,McAlpine shower trap with MRCDS grid 90mm,McAlpine,33.33,"A McAlpine 1 1/2"" shallow shower trap with chrome-plated plastic flange and stainless steel clamping ring.",Showering/Showering.csv -> McAlpine shower trap with MRCDS grid 90mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/20/NW-F49920_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/McAlpine_Traps_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/McAlpine_Traps_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PD16537,Just Trays Fusion shower tray 800 x 700mm 40mm White,Just Trays,200.01,"Double-skinned for additional strength, this Just Trays Fusion 700 x 45 x 800mm flat top rectangular shower tray is made of a robust ABS-capped acrylic stone resin. Ultra-slimline, this sleek tray is suitable for fitting flat to the floor or raised up on legs using the JT Fusion riser kit.",Showering/Showering.csv -> Just Trays Fusion shower tray 800 x 700mm 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/37/NW-D16537_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Just_Trays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Just_Trays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Just_Trays_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PD12268,Ideal Standard Connect 2 slider door 1400mm Bright Silver,Ideal Standard,710.48,"Manufactured in a thick toughened safety glass, the Ideal Standard Connect 2 1400mm slider door has a bright silver frame and chrome handle to suit the majority of bathroom decors. 1955mm in height, this shower door is treated with IdealClean and has easy to remove click-and-clean rollers, making regular, thorough cleaning effortless.",Showering/Showering.csv -> Ideal Standard Connect 2 slider door 1400mm Bright Silver,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/68/D12268_wm.jpg,,,,,,Bright Silver,,,,10 Years,N,79,AluminiumGlass,,,K9426EO,Sliding,N,With 6mm toughened clear safety glass,IdealClean treatment for ease of cleaning,Offers 25mm adjustment per profile,With chrome-plated handle,Click-and-clean wheels removed easily,Unhanded,With concealed fixings,Smooth running wheels,Power showerproof,10 year warranty,,,,,,,,,Connect 2,,,,,,6mm,Bright Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
