,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Colour,Hazardous,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Attachment 8
26,P222658,Stelrad Vita Column Horizontal 2 column radiator  600 x 1042mm,,236.99,"A modern classic, the Stelrad Vita Column 1042 x 600mm horizontal column radiator brings together contemporary styling with timeless lines. Finished in bold, statement anthracite grey, this radiator complements period homes just as well as it fits into an urban loft scheme. Reliable and built to last, the Vita Column doesn't just look great, it delivers on comfort too, promising a heat output of 3403 BTU/h.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> Stelrad Vita Column Horizontal 2 column radiator  600 x 1042mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/20/260901_260920_wm.jpg,,,,,,,,Traffic White,N,222658 PK,N,Horizontal column design,Robust steel construction,Traffic White powder-coated finish,5 year warranty,,,,,,
27,P260621,Stelrad Vita Column 3 column radiator 600 x 1456 mm,Stelrad,431.1,"Designed to stand the test of time, the Stelrad Vita Column Horizontal 600 x 1456mm radiator is a classic design that will blend seamlessly into both modern and period interiors, looking just as good in a Victorian terrace as in a just-built apartment. Delivering a cosy 6444 BTU/h of heating power, this three column radiator is both reliable and efficient, helping homeowners to enjoy practical, powerful heating without compromising their personal style.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> Stelrad Vita Column 3 column radiator 600 x 1456 mm,,Radiator;Fixing brackets;Vents and plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/23/NW-260619_260623_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Stelrad_Vita_Generic_May_2021_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Stelrad_Vita_Column_Horizontal_Tech.pdf,,,,,,,,,,,,,,,,,,,
28,P200216,Stelrad Vita Column Vertical Concept B3809 2 column concept radiator 1800 x 444mm,Stelrad,349.77,"Finished in a smart, deep Anthracite Grey, the Stelrad Vita Column Concept  1800 x 444mm vertical radiator blends classic design with modern style, helping it to fit into any interior, from contemporary lofts to timeless period homes. Reliable and robust, this stylish, steel-built two column radiator delivers a heat output of 3809 BTU/h for comfortable warmth throughout the colder months of the year.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> Stelrad Vita Column Vertical Concept B3809 2 column concept radiator 1800 x 444mm,,Radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/17/200216_200217_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_BoutiqueSeries_Brochure_2020.pdf,,,,,,,,,,,,,,,,,,,,
29,P230915,CenterRad Column 2-column radiator 2000 x 500mm,CenterRad,284.94,"Elegant yet practical, this white CenterRad Column vertical radiator is designed to bring a touch of style to any room without compromising on performance. Built using a unique laser welding process, doing away with visible welding points for a sleek, finish, the high quality CenterRad column radiator offers 5010 BTU/h for reliable warmth in a package suited to both contemporary and period homes.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> CenterRad Column 2-column radiator 2000 x 500mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/15/230913_230915_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/CenterRad_Brochure_May2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRad_Column_Radiator_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/lu/mn/32024_Tech_Sheet_CenterRad_Column.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRad_ColumnRad_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ck/et/CenterRad_ColumnRad_Mounting-Bracket.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/pe/cs/CenterRad_ColumnRad_General_Specs.pdf,,,,,,,,,,,,,,
30,P230914,CenterRad Column 2-column radiator 2000 x 400mm,CenterRad,253.28,"Elegant yet practical, this white CenterRad Column vertical radiator is designed to bring a touch of style to any room without compromising on performance. Built using a unique laser welding process, doing away with visible welding points for a sleek, finish, the high quality CenterRad column radiator offers 4005 BTU/h for reliable warmth in a package suited to both contemporary and period homes.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> CenterRad Column 2-column radiator 2000 x 400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/15/230913_230915_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/CenterRad_Brochure_May2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRad_Column_Radiator_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/lu/mn/32024_Tech_Sheet_CenterRad_Column.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRad_ColumnRad_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ck/et/CenterRad_ColumnRad_Mounting-Bracket.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/pe/cs/CenterRad_ColumnRad_General_Specs.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/CenterRad_Column_Tech.pdf
31,P230927,CenterRad Column 3-column radiator 2000 x 300mm,CenterRad,253.28,"Elegant yet practical, this white CenterRad Column vertical radiator is designed to bring a touch of style to any room without compromising on performance. Built using a unique laser welding process, doing away with visible welding points for a sleek, finish, the high quality CenterRad column radiator offers 4036 BTU/h for reliable warmth in a package suited to both contemporary and period homes.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> CenterRad Column 3-column radiator 2000 x 300mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/29/230927_230929_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/CenterRad_Brochure_May2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRad_Column_Radiator_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/lu/mn/32024_Tech_Sheet_CenterRad_Column.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRad_ColumnRad_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ck/et/CenterRad_ColumnRad_Mounting-Bracket.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/pe/cs/CenterRad_ColumnRad_General_Specs.pdf,,,,,,,,,,,,,,
32,P230909,CenterRad Column 2-column radiator 600 x 800mm,CenterRad,221.59,"Elegant yet practical, this white CenterRad Column horizontal radiator is designed to bring a touch of style to any room without compromising on performance. Built using a unique laser welding process, doing away with visible welding points for a sleek, finish, the high quality CenterRad column radiator offers 2567 BTU/h for reliable warmth in a package suited to both contemporary and period homes.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> CenterRad Column 2-column radiator 600 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/12/230904_230912_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/CenterRad_Brochure_May2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRad_Column_Radiator_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/lu/mn/32024_Tech_Sheet_CenterRad_Column.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRad_ColumnRad_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ck/et/CenterRad_ColumnRad_Mounting-Bracket.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/pe/cs/CenterRad_ColumnRad_General_Specs.pdf,,,,,,,,,,,,,,
33,P230923,CenterRad Column 3-column radiator 600 x 800mm,CenterRad,237.43,"Elegant yet practical, this white CenterRad Column horizontal radiator is designed to bring a touch of style to any room without compromising on performance. Built using a unique laser welding process, doing away with visible welding points for a sleek, finish, the high quality CenterRad column radiator offers 3552 BTU/h for reliable warmth in a package suited to both contemporary and period homes.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> CenterRad Column 3-column radiator 600 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/26/230916_230926_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/CenterRad_Brochure_May2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRad_Column_Radiator_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/lu/mn/32024_Tech_Sheet_CenterRad_Column.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRad_ColumnRad_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ck/et/CenterRad_ColumnRad_Mounting-Bracket.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/pe/cs/CenterRad_ColumnRad_General_Specs.pdf,,,,,,,,,,,,,,
34,P230922,CenterRad Column 3-column radiator 600 x 600mm,CenterRad,189.94,"Elegant yet practical, this white CenterRad Column horizontal radiator is designed to bring a touch of style to any room without compromising on performance. Built using a unique laser welding process, doing away with visible welding points for a sleek, finish, the high quality CenterRad column radiator offers 2661 BTU/h for reliable warmth in a package suited to both contemporary and period homes.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> CenterRad Column 3-column radiator 600 x 600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/26/230916_230926_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/CenterRad_Brochure_May2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRad_Column_Radiator_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/lu/mn/32024_Tech_Sheet_CenterRad_Column.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRad_ColumnRad_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ck/et/CenterRad_ColumnRad_Mounting-Bracket.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/pe/cs/CenterRad_ColumnRad_General_Specs.pdf,,,,,,,,,,,,,,
35,P261370,Stelrad Vita Column Concept 4 column radiator 600 x 1272mm,Stelrad,534.17,"The Stelrad Vita Column Concept horizontal radiator is designed to help you add a splash of colour to your interior. Finished in a classic dark anthracite grey paint, the classic column design of this steel radiator fits perfectly into both contemporary and traditional interior designs. Delivering 7355 BTU/h of warmth, the Vita Column Concept is the perfect choice for any stylish modern home that requires reliable heating power.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> Stelrad Vita Column Concept 4 column radiator 600 x 1272mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/70/261367_261370_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Stelrad_Vita_Column_Concept_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_BoutiqueSeries_Brochure_2020.pdf,,,,,,,,,,,,,,,,,,,
36,P273560,Stelrad Classic Column 3 column 9 section horizontal radiator 600 x 444mm,Stelrad,271.6,"A timeless design, the bold Stelrad Classic Column horizontal radiator is suitable for both commercial and residential settings, looking just as good in an ultra-modern warehouse conversion as it does in a historic Victorian villa. This two column 858 x 600mm steel built radiator is finished in a smart, easy to clean white powder coating and is also available in a range of additional sizes to suit any room, large or small.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> Stelrad Classic Column 3 column 9 section horizontal radiator 600 x 444mm,,Column radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/lu/mn/Caradon Stelrad_Classic Column_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/n_/2a/Column 2a.pdf,,,,,,,,,,,,,,,,,,,
37,P260910,Stelrad Vita Column Horizontal 2 column radiator  600 x 858mm,Stelrad,213.89,"Fitting beautifully into any interior, the Stelrad Vita Column horizontal radiator has a timeless look designed to outlive fashions and fads. A perfect choice for period homes but equally suitable for a more contemporary space, the attractive powder-coated steel Vita Column radiator is finished in classic clean, bright white and promises reliable 2782 BTU/h heating.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> Stelrad Vita Column Horizontal 2 column radiator  600 x 858mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/20/260901_260920_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_BoutiqueSeries_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Stelrad_Vita_Column_Horizontal_Tech.pdf,,,,,,,,,,,,,,,,,,,
38,P273621,Stelrad Classic Column 2 column 9 section vertical radiator 1800 x 444mm,Stelrad,420.75,"A statement choice for contemporary or period homes, the Stelrad Classic Column vertical radiator has a bold, classic design based around two columns. Just as at home in a Victorian terrace as it is in a warehouse conversion, this 444 x 1800mm vertical radiator is suitable for both residential and commercial projects, and with a wide range of alternative sizes there's a Classic Column to suit any space, large or small. Delivered carefully wrapped in tough packaging, this radiator will reach you in pristine condition and can be installed before unpackaging for risk-free installation.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> Stelrad Classic Column 2 column 9 section vertical radiator 1800 x 444mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/21/NW-273621_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Stelrad_ClassicColumn_Vertical_Tech.pdf,,,,,,,,,,,,,,,,,,
39,P230936,CenterRad Column 2-column radiator 600 x 1000mm Anthracite,CenterRad,322.92,"Elegant yet practical, this anthracite grey CenterRad Column horizontal radiator is designed to bring a touch of style to any room without compromising on performance. Built using a unique laser welding process, doing away with visible welding points for a sleek, finish, the high quality CenterRad column radiator offers 3209 BTU/h for reliable warmth in a package suited to both contemporary and period homes.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> CenterRad Column 2-column radiator 600 x 1000mm Anthracite,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/37/230936_230937_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/CenterRad_Brochure_May2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRad_Column_Radiator_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/lu/mn/32024_Tech_Sheet_CenterRad_Column.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRad_ColumnRad_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ck/et/CenterRad_ColumnRad_Mounting-Bracket.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/pe/cs/CenterRad_ColumnRad_General_Specs.pdf,,,,,,,,,,,,,,
40,P260920,Stelrad Vita Column Horizontal 4 column radiator  600 x 1272mm,Stelrad,419.17,"Find the Stelrad Vita 4 column radiator, 600 x 1272mm, in our range and get a fantastic value radiator that gives great performance without compromising on durability.  Stelrad’s Vita radiators are one of the most popular radiator ranges at Plumb Center as they are stylish, affordable, and provide great heating. Their timeless design allows them to fit in seamlessly with any room style whether traditional or domestic.  Stelrad invests heavily in the testing and verification of their products' performance which has helped them give their radiators a powerful heat output that exceeds expectations. This radiator is built to top standards of manufacturing and safety standards so you can rely on it to keep operating at its best for years to come. Designed for either commercial or domestic use, this radiator is both versatile and high performing.  Discover the Stelrad Vita 4 column radiator, 600 x 1272mm, Plumb Center and enjoy our competitive trade prices, handy delivery, and free collection in branch.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> Stelrad Vita Column Horizontal 4 column radiator  600 x 1272mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/20/260901_260920_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_BoutiqueSeries_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Stelrad_Vita_Column_Horizontal_Tech.pdf,,,,,,,,,,,,,,,,,,,
41,P268449,Purmo Forza 2 column vertical radiator 1800 x 598mm White,Purmo,572.15,"Combining traditional design with cutting-edge technology, the innovative Purmo Forza vertical column radiator, finished with a sleek white powder coating, is built to look good and perform well, especially in those homes with limited wall space. The included flow diverter reduces the Forza's warm-up time when installed Bottom Opposite End (BOE), bringing its reliable 5664 BTU/h to you faster, an especially welcome feature in the coldest winter months.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> Purmo Forza 2 column vertical radiator 1800 x 598mm White,,Column radiator;2x fixing brackets;2x clamps;Spacer;1/2 inch blank plug;1/2 inch air vent,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/49/268449_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Forza instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Purmo_Design_Radiators_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Purmo_Forza_Installation.pdf,,,,,,,,,,,,,,,,,,
42,P260916,Stelrad Vita Column Horizontal 3 column radiator  600 x 1272mm,Stelrad,367.85,"Fitting beautifully into any interior, the Stelrad Vita Column horizontal radiator has a timeless look designed to outlive fashions and fads. A perfect choice for period homes but equally suitable for a more contemporary space, the attractive powder-coated steel Vita Column radiator is finished in classic clean, bright white and promises reliable 5611 BTU/h heating.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> Stelrad Vita Column Horizontal 3 column radiator  600 x 1272mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/20/260901_260920_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_BoutiqueSeries_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Stelrad_Vita_Column_Horizontal_Tech.pdf,,,,,,,,,,,,,,,,,,,
43,P260915,Stelrad Vita Column Horizontal 3 column radiator  600 x 1042mm,Stelrad,273.77,"Fitting beautifully into any interior, the Stelrad Vita Column horizontal radiator has a timeless look designed to outlive fashions and fads. A perfect choice for period homes but equally suitable for a more contemporary space, the attractive powder-coated steel Vita Column radiator is finished in classic clean, bright white and promises reliable 4573 BTU/h heating.",Radiators/Central Heating Radiators/Column Radiators/Column Radiators.csv -> Stelrad Vita Column Horizontal 3 column radiator  600 x 1042mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/20/260901_260920_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_BoutiqueSeries_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Stelrad_Vita_Column_Horizontal_Tech.pdf,,,,,,,,,,,,,,,,,,,
