,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Connection Size,Connection Type,Diameter,Range,Warranty,Weight,Hazardous,Drainage Product Type,Material,Resistance Features,Wall Thickness (mm),Paintable,Standards,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8
10,PF14022,Center CB spare clip 112mm Black,Center CB,3.85,"Center CB spare clip is made of PVC-U. The Center rainwater range allows efficiently channel roof water to the drain across a variety of building types and sizes. Available in either a black rounded profile or a white square profile, this range is designed and engineered to last, withstanding changes in temperature and weather without the joints weakening or separating.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Center CB spare clip 112mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/22/NW-F14022_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,PF14080,Center CB square fascia bracket 112mm White,Center CB,3.43,"Center CB square fascia bracket is made of PVC-U. The Center rainwater range allows efficiently channel roof water to the drain across a variety of building types and sizes. Available in either a black rounded profile or a white square profile, this range is designed and engineered to last, withstanding changes in temperature and weather without the joints weakening or separating.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Center CB square fascia bracket 112mm White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/80/NW-F14080_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,PQ64449,"Wavin Osma RoundLine sock clip 2.1/2"" Black",Wavin,5.83,"Ideal for domestic use, this Wavin Osma RoundLine 68mm socket bracket is made of black PVC-U with a classic half-round profile.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Wavin Osma RoundLine sock clip 2.1/2"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/49/NW-Q64449_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Wavin_AGBG_Trade_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,
13,PQ64571,Wavin Wavin Osma RoundLine drive-in spike 200mm long,Wavin,7.33,"Made of silver steel, this Wavin Osma RoundLine 200mm long drive-in spike with 68mm push-fit connection is part of the smart semi-round profile RoundLine domestic guttering system.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Wavin Wavin Osma RoundLine drive-in spike 200mm long",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/71/NW-Q64571_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Wavin_AGBG_Trade_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,
14,PF14020,Center CB fascia bracket 112mm Black,Center CB,2.73,"Center CB fascia bracket is made of PVC-U. The Center rainwater range allows efficiently channel roof water to the drain across a variety of building types and sizes. Available in either a black rounded profile or a white square profile, this range is designed and engineered to last, withstanding changes in temperature and weather without the joints weakening or separating.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Center CB fascia bracket 112mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/20/NW-F14020_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,PF14110,Center CB square pipe clip 65mm White,Center CB,4.47,"Center CB square pipe clip is made of PVC-U. The Center rainwater range allows efficiently channel roof water to the drain across a variety of building types and sizes. Available in either a black rounded profile or a white square profile, this range is designed and engineered to last, withstanding changes in temperature and weather without the joints weakening or separating.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Center CB square pipe clip 65mm White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/10/NW-F14110_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,PF14064,Center CB square union bracket 112mm White,Center CB,7.62,"Center CB square union bracket is made of PVC-U. The Center rainwater range allows efficiently channel roof water to the drain across a variety of building types and sizes. Available in either a black rounded profile or a white square profile, this range is designed and engineered to last, withstanding changes in temperature and weather without the joints weakening or separating.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Center CB square union bracket 112mm White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/64/NW-F14064_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,PQ64817,"Wavin Osma RoundLine adjustable pipe bracket 2.1/2"" Black",Wavin,7.14,"Ideal for domestic use, this Wavin Osma RoundLine 68mm pipe or socket bracket is made of black PVC-U with a classic half-round profile.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Wavin Osma RoundLine adjustable pipe bracket 2.1/2"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/17/NW-Q64817_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Wavin_AGBG_Trade_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,
18,PQ66645,Wavin Osma DeepLine gutter support bracket White,Wavin,3.58,This Wavin Osma DeepLine 113mm gutter support bracket is made of white PVC-U and is part of a semi-elliptical profile gutter system offering a compact yet high capacity domestic solution designed to cope with increased rainwater.,"Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Wavin Osma DeepLine gutter support bracket White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/45/NW-Q66645_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
19,PQ66029,Wavin Osma deep line gutter support bracket 113mm Anthracite Grey,Wavin,3.58,"Designed to support high capacity DeepLine guttering, this Wavin Osma DeepLine 113mm support bracket is part of a comprehensive range suitable for installation with RoundLine downpipe. Affixed to fascia board, this bracket is supplied with three fixing points for reliable security.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Wavin Osma deep line gutter support bracket 113mm Anthracite Grey",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/29/Q66029_wm.jpg,,,,,Anthracite Grey,113mm,Wall mounted,113mm,Osma,12 Months,0.043 kg,N,Rainwater bracket,PVC-U,n/a,3.5,No,BS EN 1462: 2004,9T919AG,N,Supports DeepLine guttering,To be fixed a maximum of 1M apart,Fix a maximum of 600mm apart for snow loading,With 3x fixing points for secure fitting,PVC-u construction,Anthracite grey finish,Meets BS EN 1462: 2004,12 month warranty
20,PF68569,Polypipe Polyflow deep rise and fall bracket 75mm,Polypipe,28.71,"Suitable for domestic use, this Polypipe rise and fall bracket is made of steel and incorporates 117mm push-fit connections.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Polypipe Polyflow deep rise and fall bracket 75mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/69/NW-F68569_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Polypipe_Rainwater_System_BBA_Certi.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PF62738,Polypipe Rise and Fall Bracket (Galvanised),Polypipe,22.87,"Suitable for domestic use, this Polypipe rise and fall bracket is made of galvanised steel.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Polypipe Rise and Fall Bracket (Galvanised)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/38/NW-F62738_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_Plumbing&Heating_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PQ64335,"Wavin Osma SquareLine squareline pipe connector 2.1/4"" Black",Wavin,12.83,"Ideal for domestic use, this Wavin Osma SquareLine 61mm pipe connector and bracket is made of black PVC-U and offers a neat, modern rectilinear profile.","Drainage/Rainwater Guttering and Fittings/Gutter Brackets, Clips & Fittings/Gutter Brackets, Clips & Fittings.csv -> Wavin Osma SquareLine squareline pipe connector 2.1/4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/35/NW-Q64335_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
