,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Colour,Diameter,Range,Thickness,Warranty,Hazardous,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Pack Quantity,Hardness,Outer Diameter
57,P644002,"Lawton Tube ACR copper x copper coupling 1/4""",Lawton Tube,0.28,"Made of copper, this 1/4"" Lawton Tubes ACR straight coupling includes compression connections and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Lawton Tube ACR copper x copper coupling 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/15/NW-644002_644015_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,,,,,,
58,P621365,Armaflex Evo technical insulation 1-3/8in OD x 1in WT - 2mtr,Armaflex,12.75,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo technical pipe insulation has a closed-cell insulation material structure and built-in Microban antimicrobial protection. Supplied in a 2M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Armaflex Evo technical insulation 1-3/8in OD x 1in WT - 2mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/68/621324_621368_wm.jpg,Black,35mm,Evo,3.5 mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU25035000,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,5 year warranty,,,,,,,,,,
59,P621383,Armaflex Evo 15m Coil Armaflex EVO 15m coil 3/4'' OD X 1/2''WT,Armaflex,28.88,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo 3/4"" OD x 1/2"" WT pipe insulation is designed with a unique microcell structure for easy installation with no need for an additional vapour barrier. Supplied in a 15M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Armaflex Evo 15m Coil Armaflex EVO 15m coil 3/4'' OD X 1/2''WT",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/99/621374_621399_wm.jpg,Black,20 mm,Evo 15m Coil,20 mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU13020215,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,Self-seal tube format speeds up installation,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,5 year warranty,,,,,,,,,
60,P670242,"Lawton Tube copper tube coil (19SWG) 3/4"" x 15m",Lawton Tube,104.14,"Designed for refrigeration and air conditioning use, this Lawton Tube 3/4"" 19SWG coiled tube, supplied in a 15M length, has been cleaned, nitrogen-purged and capped. The tube is covered with a seamless plastic coating for reliable protection from abrasion and aggressive materials.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Lawton Tube copper tube coil (19SWG) 3/4"" x 15m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/44/NW-670234_670244_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Lawton_Tube_Technical_Guide_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Lawton_Tube_ACR_WP_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Lawton_Tube_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Lawton_Tube_ACR_RT_Datasheet.pdf,,,,
61,P621327,Armaflex Evo technical insulation 1/4in OD x 3/8in WT - 2mtr,Armaflex,1.9,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo technical pipe insulation has a closed-cell insulation material structure and built-in Microban antimicrobial protection. Supplied in a 2M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Armaflex Evo technical insulation 1/4in OD x 3/8in WT - 2mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/68/621324_621368_wm.jpg,Black,6 mm,Evo,6mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU09006000,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,5 year warranty,,,,,,,,,,
62,P644012,"Lawton Tube ACR copper x copper coupling 2.1/8""",Lawton Tube,7.21,"Made of copper, this 2 1/8"" Lawton Tubes ACR straight coupling includes compression connections and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Lawton Tube ACR copper x copper coupling 2.1/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/15/NW-644002_644015_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,,,,,,
63,P644285,Lawton Tube ACR equal tee 5/8,Lawton Tube,1.44,"Made of copper, this 5/8 x 5/8 x 5/8"" Lawton Tubes ACR equal tee includes compression connections and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Lawton Tube ACR equal tee 5/8",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/93/NW-644283_644293_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,,,,,,
64,P644287,Lawton Tube ACR equal tee 7/8,Lawton Tube,2.99,"Made of copper, this 7/8 x 7/8 x 7/8"" Lawton Tubes ACR equal tee includes compression connections and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Lawton Tube ACR equal tee 7/8",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/93/NW-644283_644293_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,,,,,,
65,P644040,"Lawton Tube ACR copper x copper reducing coupling 1.3/8 x 1.1/8""",Lawton Tube,3.55,"Made of copper, this 1 3/8 x 1 1/8"" Lawton Tubes ACR reducing coupling includes compression connections and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Lawton Tube ACR copper x copper reducing coupling 1.3/8 x 1.1/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/43/NW-644039_644043_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,,,,,,
66,P644026,"Lawton Tube ACR copper x copper reducing coupling 5/8 x 1/2""",Lawton Tube,0.79,"Made of copper, this 5/8 x 1/2"" Lawton Tubes ACR reducing coupling includes compression connections and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Lawton Tube ACR copper x copper reducing coupling 5/8 x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/37/NW-644021_644037_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,,,,,,
67,P670240,"Lawton Tube copper tube coil (20SWG) 5/8"" x 15m",Lawton Tube,77.28,"Designed for refrigeration and air conditioning use, this Lawton Tube 5/8"" 20SWG coiled tube, supplied in a 15M length, has been cleaned, nitrogen-purged and capped. The tube is covered with a seamless plastic coating for reliable protection from abrasion and aggressive materials.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Lawton Tube copper tube coil (20SWG) 5/8"" x 15m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/44/NW-670234_670244_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Lawton_Tube_Technical_Guide_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Lawton_Tube_ACR_WP_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Lawton_Tube_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Lawton_Tube_ACR_RT_Datasheet.pdf,,,,
68,P621352,Armaflex Evo technical insulation 3/4in OD x 3/4in WT - 2mtr,Armaflex,5.22,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo technical pipe insulation has a closed-cell insulation material structure and built-in Microban antimicrobial protection. Supplied in a 2M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Armaflex Evo technical insulation 3/4in OD x 3/4in WT - 2mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/68/621324_621368_wm.jpg,Black,20 mm,Evo,20 mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU19020000,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,5 year warranty,,,,,,,,,,
69,P644037,"Lawton Tube ACR copper x copper reducing coupling 1.1/8 x 7/8""",Lawton Tube,2.56,"Made of copper, this 1 1/8 x 7/8"" Lawton Tubes ACR reducing coupling includes compression connections and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Lawton Tube ACR copper x copper reducing coupling 1.1/8 x 7/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/37/NW-644021_644037_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,,,,,,
70,P644032,"Lawton Tube ACR copper x copper reducing coupling 7/8 x 5/8""",Lawton Tube,1.38,"Made of copper, this 7/8 x 5/8"" Lawton Tubes ACR reducing coupling includes compression connections and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Lawton Tube ACR copper x copper reducing coupling 7/8 x 5/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/37/NW-644021_644037_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,,,,,,
71,P644284,Lawton Tube ACR equal tee 1/2,Lawton Tube,2.61,"Made of copper, this 1/2 x 1/2 x 1/2"" Lawton Tubes ACR equal tee includes compression connections and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Lawton Tube ACR equal tee 1/2",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/93/NW-644283_644293_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,,,,,,
72,P644286,Lawton Tube ACR equal tee 3/4,Lawton Tube,2.6,"Made of copper, this 3/4 x 3/4 x 3/4"" Lawton Tubes ACR equal tee includes compression connections and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Lawton Tube ACR equal tee 3/4",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/93/NW-644283_644293_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,,,,,,
73,P644007,"Lawton Tube ACR copper x copper coupling 3/4""",Lawton Tube,0.83,"Made of copper, this 3/4"" Lawton Tubes ACR straight coupling includes compression connections and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Lawton Tube ACR copper x copper coupling 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/15/NW-644002_644015_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,,,,,,
74,P644225,"Lawton Tube ACR 45deg copper x copper elbow 7/8""",Lawton Tube,3.81,"Made of copper, this 7/8"" Lawton Tubes ACR 45° elbow includes compression ends and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Lawton Tube ACR 45deg copper x copper elbow 7/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/31/NW-644221_644231_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,,,,,,
75,P644010,"Lawton Tube ACR copper x copper coupling 1.3/8""",Lawton Tube,2.68,"Made of copper, this 1 3/8"" Lawton Tubes ACR straight coupling includes compression connections and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Lawton Tube ACR copper x copper coupling 1.3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/15/NW-644002_644015_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,,,,,,
76,P644141,"Lawton Tube ACR 90deg copper x copper short radius elbow 1/2""",Lawton Tube,1.09,"Made of copper, this 1/2"" Lawton Tubes ACR 90° short elbow includes compression connections and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Lawton Tube ACR 90deg copper x copper short radius elbow 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/48/NW-644139_644148_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,,,,,,
