,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Colour,Range,Warranty,Hazardous,Output,Range For Use With,Supplier Product Code,Type,WEEE Compliant,Feature 1,Dimensions mm (H x W x D),Part Gas Council number,Application,Depth (mm),Flue Type,Boiler Bundles,Flue Diameter,Flue Length,Flue Size,By Model Number,Feature 2,Feature 3,Flow Rate,Fuel Type,Weight,Energy Rating,Efficiency (SAP 2009),Mounting Type,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Enclosure Class,Standards
43,PS04913,JET Range Potable S04913 – 60L expansion vessel 60ltr 10bar,JET Range,116.91,This 60L capacity JET Range potable water expansion vessel is suitable for use in both domestic and commercial settings for sealed chilled and hot water systems.,School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> JET Range Potable S04913 – 60L expansion vessel 60ltr 10bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/19/S04907_S04919_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Jet_S04912-S04922_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_Potable_Wtr_Vessel_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ss/el/Jet_Transprtn_Storg_Expansion_Vessel.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Potable_Water_Vessel_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,P114967,Ideal Spares open flue kit 80,Ideal,40.0,"Suitable for both roof and wall mounting, the Ideal open flue kit and related accessories, including this air inlet grille, provide additional options for the installation of Evomax 2 boilers. The flue is designed to expel steam and gases produced during a boiler's normal operation.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Ideal Spares open flue kit 80,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/67/114967_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Ideal_Evomax-2_Installation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/49/68/114967_114968.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_Product_Flue_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PM97812,JET Range J-Flex untied flanged pump flexible/bellow - PN16 - 100mm,JET Range,182.44,"Designed for use in HVAC installation, this JET Range J-Flex EPDM rubber expansion joint with 100mm bore absorbs vibration and noise transference through pipework, helping to prevent damage to plant equipment. This tied flanged unit is made of spherical-moulded, nylon-reinforced EPDM for high isolation efficiency and noise absorption.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> JET Range J-Flex untied flanged pump flexible/bellow - PN16 - 100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/14/NW-M97802_M97814_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Jet Untied Pump Flexibles_Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/M97802_M97830 Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,P107175,Ideal Spares 45deg elbow kit 80/125mm,Ideal,38.0,An Ideal brand 80/125mm diameter 45° concentric elbow for flexible flue installation. The flue is designed to expel steam and gases produced during a boiler's normal operation.,School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Ideal Spares 45deg elbow kit 80/125mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/75/107175_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Evomax-Guide_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/71/75/107175.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Ideal_Evomax-2_Installation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_Product_Flue_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,P107174,Ideal Spares 90deg elbow kit 80/125mm,Ideal,45.0,An Ideal brand 80/125mm diameter 90° concentric elbow for flexible flue installation. The flue is designed to expel steam and gases produced during a boiler's normal operation.,School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Ideal Spares 90deg elbow kit 80/125mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/74/107174_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Evomax-Guide_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/71/74/107174.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Ideal_Evomax-2_Installation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_Product_Flue_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PS04916,JET Range Potable S04916 – 150L expansion vessel 150ltr 10bar,JET Range,260.49,This 150L capacity JET Range potable water expansion vessel is suitable for use in both domestic and commercial settings for sealed chilled and hot water systems.,School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> JET Range Potable S04916 – 150L expansion vessel 150ltr 10bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/19/S04907_S04919_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Jet_S04912-S04922_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_Potable_Wtr_Vessel_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ss/el/Jet_Transprtn_Storg_Expansion_Vessel.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Potable_Water_Vessel_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,P114969,Ideal Spares gateway master kit,Ideal,68.0,A genuine Ideal varican gateway master kit.,School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Ideal Spares gateway master kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/69/114969_wm.jpg,,,,,,,,,Spares,,N,,Evomax 2,221229,Gateway Master Kit,N,For use with the Evomax 2 boiler range,153 X 153 X 107,n/a,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,P114970,Ideal Spares gateway slave kit,Ideal,68.0,A genuine Ideal varican gateway slave kit.,School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Ideal Spares gateway slave kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/70/114970_wm.jpg,,,,,,,,,Spares,,N,,Evomax 2,221230,Gateway Slave Kit,N,For use with the Evomax 2 boiler range,153 X 153 X 107,n/a,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PS04900,JET Range JHEV 50 Litre Expansion Vessel 3bar,JET Range,83.21,"Designed for sealed heating and chilled systems, this 50L capacity JET Range JHEV expansion vessel has a tough and hardwearing steel shell and butyl rubber diaphragm. Intended to maintain the operating pressure in heating and cooling systems, this easy to install expansion vessel safely accommodates the expansion and contraction caused by system temperature changes.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> JET Range JHEV 50 Litre Expansion Vessel 3bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/05/S04900_S04905_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_o/&m/Flexcon Top O&M.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/S04900_S04911 Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PM97808,JET Range J-Flex untied flanged pump flexible/bellow - PN16 - 40mm,JET Range,100.35,"Designed for use in HVAC installation, this JET Range J-Flex EPDM rubber expansion joint with 40mm bore absorbs vibration and noise transference through pipework, helping to prevent damage to plant equipment. This tied flanged unit is made of spherical-moulded, nylon-reinforced EPDM for high isolation efficiency and noise absorption.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> JET Range J-Flex untied flanged pump flexible/bellow - PN16 - 40mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/14/NW-M97802_M97814_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Jet Untied Pump Flexibles_Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/M97802_M97830 Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,P102732,Ideal Spares flue extension bracket 125mm,Ideal,15.0,"This Ideal brand wall bracket is designed to be located at the top of the boiler, remaining visible from the front to make installation easier.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Ideal Spares flue extension bracket 125mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/32/NW-102732_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_Instinct-Heat_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PS05251,JET Range D130 Mini Pressurisation Unit,JET Range,1132.15,"Providing a minimum system pressure requirement to sealed systems, the JET Range D130 Mini digital pressurisation unit provides a range of features including a 2L break tank, electronic pressure transducer and a user-friendly interface providing useful controls and feedback such as event logging and fault reporting. This compact, wall-mounted unit is totally enclosed for simple, neat installation in a range of locations.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> JET Range D130 Mini Pressurisation Unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/51/S05251_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/un/it/Jet_Mini_D_Press_Unit.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Jet_Digital_Pressurisation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/Jet Mini D Pressurisation Unit TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/v8/_1/JET Pressurisation Manual - V8.1.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PM97819,JET Range J-Flex anti-tamper tied flanged pump flexible/bellow - PN16 - 80mm,JET Range,206.67,"Designed for use in HVAC installation, this JET Range J-Flex EPDM rubber expansion joint with 80mm bore absorbs vibration and noise transference through pipework, helping to prevent damage to plant equipment. This tied flanged unit is made of spherical-moulded, nylon-reinforced EPDM for high isolation efficiency and noise absorption.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> JET Range J-Flex anti-tamper tied flanged pump flexible/bellow - PN16 - 80mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/24/NW-M97815_M97824_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Jet Tied Pump Flexibles_Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/M97802_M97830 Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PM97822,JET Range J-Flex anti-tamper tied flanged pump flexible/bellow - PN16 - 150mm,JET Range,462.9,"Designed for use in HVAC installation, this JET Range J-Flex EPDM rubber expansion joint with 150mm bore absorbs vibration and noise transference through pipework, helping to prevent damage to plant equipment. This tied flanged unit is made of spherical-moulded, nylon-reinforced EPDM for high isolation efficiency and noise absorption.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> JET Range J-Flex anti-tamper tied flanged pump flexible/bellow - PN16 - 150mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/24/NW-M97815_M97824_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Jet Tied Pump Flexibles_Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/M97802_M97830 Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PM97824,JET Range J-Flex anti-tamper tied flanged pump flexible/bellow - PN16 - 250mm,JET Range,847.13,"Designed for use in HVAC installation, this JET Range J-Flex EPDM rubber expansion joint with 250mm bore absorbs vibration and noise transference through pipework, helping to prevent damage to plant equipment. This tied flanged unit is made of spherical-moulded, nylon-reinforced EPDM for high isolation efficiency and noise absorption.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> JET Range J-Flex anti-tamper tied flanged pump flexible/bellow - PN16 - 250mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/24/NW-M97815_M97824_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Jet Tied Pump Flexibles_Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/M97802_M97830 Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PM12581,"JET Range Mag accessory pack 1/2""",JET Range,130.15,"This JET Range Mag 1/2"" accessory pack contains two inlet isolation lever ball valves, a tundish and a butterfly handle ball valve, providing the option to chemically dose with the system hub.","School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> JET Range Mag accessory pack 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/83/NW-M12581_M12583_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JET_Mag_System_Hub_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/M12578_M12590_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/M12578_M12590_JetRange_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/M12578_M12590_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JET_M12578-M12579-M12580_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,P114980,Ideal Evomax 2 multiline extesnion kit excluding NRV 100mm,Ideal,149.0,This Ideal multiline extension flue kit is for cascade installations requiring additional height.,School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Ideal Evomax 2 multiline extesnion kit excluding NRV 100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/80/114980_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Ideal_Evomax-2_Installation_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,P141807,Grundfos Magna 3 100-120 F 450 circulating pump 1 x 230V PN6,Grundfos,4815.85,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 100 - 120 F single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Grundfos Magna 3 100-120 F 450 circulating pump 1 x 230V PN6,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/07/NW-141807_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PS13839,Remeha 100/150 cuttable length 500mm,Remeha,109.0,A Remeha brand 100/150mm concentric flue system component for room sealed operation.,School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Remeha 100/150 cuttable length 500mm,,Flue extension only,https://www.wolseley.co.uk/wcsstore/WolseleyStorefrontAssetStore/images/NoImageIcon.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Remeha_Quinta_Range_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Remeha_Quinta_Ace_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PS13844,Remeha 100/150 fixed length 1000mm,Remeha,146.0,A Remeha 100/150mm concentric flue system for room sealed operation.,School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Remeha 100/150 fixed length 1000mm,,Flue extension only,https://www.wolseley.co.uk/wcsstore/WolseleyStorefrontAssetStore/images/NoImageIcon.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Remeha_Quinta_Range_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Remeha_Quinta_Ace_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,P141836,Grundfos Magna 3 commercial pump PN6/10 1x230v,Grundfos,5518.47,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 50 - 100 F single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Grundfos Magna 3 commercial pump PN6/10 1x230v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/39/NW-141827_141839_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,P141834,Grundfos Magna 3 D 50-60 F 240 circulating pump 1 x 230V PN6/10,Grundfos,4735.1,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 50 - 60 F single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Grundfos Magna 3 D 50-60 F 240 circulating pump 1 x 230V PN6/10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/39/NW-141827_141839_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
