,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Range,Weight,Hazardous,Depth (mm),Liquid Line Connection,Noise Level,Power Supply,Suction Connection Size (inch),Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Attachment 5,Attachment 6,Attachment 7,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Attachment 8,Feature 8,Feature 9
32,P673629,Danfoss Optyma Plus Inverter OP-MPPM044VVLP01E inverter,Danfoss,4752.86,"Featuring stepless inverter scroll technology, the Danfoss Optyma Plus Inverter OP-MPPM044VVLP01E three phase, variable speed condensing unit offers high levels of energy efficiency and flexible plug-and-play installation. It is suitable for medium and high temperature refrigeration in the 2kW to 9kW range.",Refrigeration/Condensing Units/Housed Condensing Units/Housed Condensing Units.csv -> Danfoss Optyma Plus Inverter OP-MPPM044VVLP01E inverter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/29/NW-673627_673629_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Danfoss_Optyma_Cond_Unit_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Optyma_Plus_Inv_Cond_Unit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_c/at/Danfoss_Optyma_Pack_Cond_Unit_Cat.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
33,P621180,Danfoss Slim MSTM034DSW05E 3ph pack non-flammable and lower flammability,Danfoss,1288.24,"Future-proof your cooling system with the Danfoss Optyma three phase Slim Pack multi-refrigerant condensing unit, a reliable choice offering excellent levels of energy efficiency, sustainability and compliance. Slimline for ease of installation in any location, this smartly designed unit also offers straightforward maintenance. Making the transition to ultra-low GWP refrigerants simple, Optyma units are A2L-ready for risk-free, eco-friendly cooling.",Refrigeration/Condensing Units/Housed Condensing Units/Housed Condensing Units.csv -> Danfoss Slim MSTM034DSW05E 3ph pack non-flammable and lower flammability,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/81/NW-621176_621181_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/b_/uk/Danfoss_OptymaPlus_DOI118A5049_AB_UK.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Danfoss_Optyma_Conden_Unit_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Danfoss_Optyma_SlimPack_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Danfoss_Optyma_Slim_Pack_Install.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Danfoss_Optyma_Plus_SlimPack_Tech.pdf,,,,,,,,,,
34,P681453,Tecumseh Wintsys WINAE4460Z-FZ one phase condensing unit (R404A) 220V/240V 50Hz,Tecumseh,1114.14,"Efficient, quiet and stylishly designed, the Tecumseh Wintsys WINAE4460Z-FZ three phase traditional condensing unit brings together a compressor, condenser, fan motor, controls and a mounting plate. It offers a heat exchanger function for cooling down and condensing incoming refrigerant vapor plus a fan, designed to pull outside air through the heat exchanger to effectively cool the internal refrigerant.",Refrigeration/Condensing Units/Housed Condensing Units/Housed Condensing Units.csv -> Tecumseh Wintsys WINAE4460Z-FZ one phase condensing unit (R404A) 220V/240V 50Hz,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/53/NW-681452_681453_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tecumseh_Wintsys_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tecumseh_WINAE4460Z_FZ_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Tecumseh_General_Cond_Unit_Cat_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
35,P621177,Danfoss Slim MSTM022DSW05G 1ph pack non-flammable and lower flammability,Danfoss,1145.52,"Future-proof your cooling system with the Danfoss Optyma single phase Slim Pack multi-refrigerant condensing unit, a reliable choice offering excellent levels of energy efficiency, sustainability and compliance. Slimline for ease of installation in any location, this smartly designed unit also offers straightforward maintenance. Making the transition to ultra-low GWP refrigerants simple, Optyma units are A2L-ready for risk-free, eco-friendly cooling.",Refrigeration/Condensing Units/Housed Condensing Units/Housed Condensing Units.csv -> Danfoss Slim MSTM022DSW05G 1ph pack non-flammable and lower flammability,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/81/NW-621176_621181_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/b_/uk/Danfoss_OptymaPlus_DOI118A5049_AB_UK.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Danfoss_Optyma_Conden_Unit_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Danfoss_Optyma_SlimPack_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Danfoss_Optyma_Slim_Pack_Install.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Danfoss_Optyma_Plus_SlimPack_Tech.pdf,,,,,,,,,,
36,P683372,Tecumseh Silensys SILAE4450ZFZ (Voltage Code-F) condensing unit (R404A),Tecumseh,1346.33,"Quiet and safe, the Tecumseh Silensys SILAE4450ZFZ single phase condensing unit brings together a compressor, condenser, fan motor, controls and a mounting plate. It offers a heat exchanger function for cooling down and condensing incoming refrigerant vapor plus a fan, designed to pull outside air through the heat exchanger to effectively cool the internal refrigerant.",Refrigeration/Condensing Units/Housed Condensing Units/Housed Condensing Units.csv -> Tecumseh Silensys SILAE4450ZFZ (Voltage Code-F) condensing unit (R404A),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/73/NW-683372_683373_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Tecumseh_SILAE4450ZFZ_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Tecumseh_Silensys_DG9051_A_3_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Tecumseh_General_Cond_Unit_Cat_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
37,P613971,Danfoss Optyma Slim Pack OP-MSUM046MLW05E 3 phase condensing unit,Danfoss,1378.8,"The cost-efficient Danfoss Optyma Slim Pack OP-MSUM046MLW05E three phase packaged condensing unit combines up-to-date condenser technology with a micro channel heat exchanger. Compact and reliable, this dedicated outdoor condensing unit is optimised for use in cold, fermentation and storage rooms in convenience stores or restaurants.",Refrigeration/Condensing Units/Housed Condensing Units/Housed Condensing Units.csv -> Danfoss Optyma Slim Pack OP-MSUM046MLW05E 3 phase condensing unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/82/NW-613968_613982_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Optyma_Slim_Pack_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Danfoss_Optyma_Cond_Unit_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_c/at/Danfoss_Optyma_Pack_Cond_Unit_Cat.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_Slim Pack_Technical.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/cl/ar/Danfoss_Optyma_Cond_Unit_EU_Declar.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_Slim Pack._Instalation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Danfoss_PID_Slim_Pack_W05_DWG.pdf,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/__/__/.pdf,,
38,P600130,Danfoss Optyma Plus OP-LPHM068NTP00E 1 phase condensing unit,Danfoss,1805.67,"Saving installation time and costs, the Danfoss Optyma Plus New Generation OP-LPHM068NTP00E single phase condensing unit offers simple plug-and-play installation and set-up as well as straightforward servicing. Smooth and quiet, thanks to its long-life compressor, acoustic insulation, component design and intelligent fan speed reduction during low capacity operation, this highly efficient unit also saves on energy bills with an optimised micro channel heat exchanger and electronic controller.",Refrigeration/Condensing Units/Housed Condensing Units/Housed Condensing Units.csv -> Danfoss Optyma Plus OP-LPHM068NTP00E 1 phase condensing unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/31/NW-600127_600131_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Danfoss_Optyma_Cond_Unit_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_c/at/Danfoss_Optyma_Pack_Cond_Unit_Cat.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Optyma_Plus_Controller_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Optyma_Plus_Cond_Unit_Install.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_frcc_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_019.A2.02_Instalation.pdf,,,,,,,,,
39,P621166,Danfoss Plus MPTM034DSP00E 3ph optyma non-flammable and lower flammability,Danfoss,1636.25,"Helping to future-proof your cooling system, the Danfoss Optyma Plus three phase multi-refrigerant condensing unit offers compatibility with both A1 and A2L refrigerants, allowing for an easy transition to ultra-low GWP refrigerants with no need to worry about the safety of perishable products. Highly compliant and extremely safe, this eco-friendly condensing unit helps to save on costs and waste while also providing ease of installation and maintenance.",Refrigeration/Condensing Units/Housed Condensing Units/Housed Condensing Units.csv -> Danfoss Plus MPTM034DSP00E 3ph optyma non-flammable and lower flammability,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/66/NW-621161_621166_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Danfoss_Optyma_Plus_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/rt/Danfoss_Optyma_Plus_Quick_Start.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/b_/uk/Danfoss_OptymaPlus_DOI118A5049_AB_UK.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Danfoss_Optyma_Conden_Unit_Catalogue.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Danfoss_Optyma_Plus_SlimPack_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tu/dy/Danfoss_Optyma_Plus_Case_Study.pdf,,,,,,,,,
40,P684001,Tecumseh SILENSYS SIL AJ 4519Z FZ sil aj 4519z 230v silensys cu,Tecumseh,1847.3,"Both quiet and safe in operation, the Tecumseh Silensys SILAJ 4519Z FZ single phase packaged condensing unit contains a compressor, condenser, fan motor and mounting plate. Attractively designed, this condensing unit has a heat exchanger function for cooling down and condensing incoming refrigerant vapor, its fan pulling outside air through the heat exchanger for effective cooling of the internal refrigerant.",Refrigeration/Condensing Units/Housed Condensing Units/Housed Condensing Units.csv -> Tecumseh SILENSYS SIL AJ 4519Z FZ sil aj 4519z 230v silensys cu,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/01/NW-683997_684001_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Tecumseh_SILAJ4519ZFZ_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Tecumseh_Silensys_DG9051_A_3_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Tecumseh_General_Cond_Unit_Cat_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
41,P668444,Tecumseh SILENSYS SIL AG 2522Z TZ sil ag 2522z tz 400v 3ph silensys cu,Tecumseh,3014.0,"Both quiet and safe in operation, the Tecumseh SILAG2522Z-TZ three phase packaged condensing unit contains a compressor, condenser, fan motor and mounting plate. Attractively designed, this condensing unit has a heat exchanger function for cooling down and condensing incoming refrigerant vapor, its fan pulling outside air through the heat exchanger for effective cooling of the internal refrigerant.",Refrigeration/Condensing Units/Housed Condensing Units/Housed Condensing Units.csv -> Tecumseh SILENSYS SIL AG 2522Z TZ sil ag 2522z tz 400v 3ph silensys cu,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/44/NW-668444_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Tecumseh_SILAG2522Z-TZ_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Tecumseh_Silensys_DG9056_A_3_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Tecumseh_General_Cond_Unit_Cat_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
42,P687521,Copeland ZX ZXLE075E-TFD 3PH 7.5HP low temperature condensing unit,Copeland,4067.65,"Uniquely designed, the complete Copeland ZX ZXLE075E-TFD three phase outdoor refrigeration unit includes an advanced electronic controller with system status display for precise parameter control. Air cooled and highly efficient, this unit combines vapor injection and liquid injection technology while electronic protection functions, an oil separator and suction accumulator optimise system safety.",Refrigeration/Condensing Units/Housed Condensing Units/Housed Condensing Units.csv -> Copeland ZX ZXLE075E-TFD 3PH 7.5HP low temperature condensing unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/21/NW-687515_687521_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Copeland_Refrigerant_Gas_Regul_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Copeland_ZX_Conden_Unit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Copeland_ZX_OD_Rfrgrtn_Unit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Copeland_ZX_EU_Declaration.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Copeland_AGL_ZX_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Copeland_ZX_XCM25D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Copeland_XC645_User_Guide.pdf,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Copeland_Product_Catalogue_2021.pdf,,
43,P693010,Danfoss Optyma Slim Pack OP-MSYM009MYW05G condensing unit 1030 x 440 x 700mm White,Danfoss,916.82,"The cost-efficient Danfoss Optyma Slim Pack OP-MSYM009MYW05G single phase packaged condensing unit combines up-to-date condenser technology with a micro channel heat exchanger. Compact and reliable, this dedicated outdoor condensing unit is optimised for use in cold, fermentation and storage rooms in convenience stores or restaurants.",Refrigeration/Condensing Units/Housed Condensing Units/Housed Condensing Units.csv -> Danfoss Optyma Slim Pack OP-MSYM009MYW05G condensing unit 1030 x 440 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/13/NW-693008_693013_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Optyma_Slim_Pack_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Danfoss_Optyma_Cond_Unit_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_c/at/Danfoss_Optyma_Pack_Cond_Unit_Cat.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/cl/ar/Danfoss_Optyma_Cond_Unit_EU_Declar.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Danfoss_PID_Slim_Pack_W05_DWG.pdf,,,,,,,,,,
44,P673547,Danfoss Optyma Plus OP-MPXM057MLP00G 1 phase condensing unit,Danfoss,2121.75,"Saving installation time and costs, the Danfoss Optyma Plus New Generation OP-MPXM057MLP00G single phase condensing unit offers simple plug-and-play installation and set-up as well as straightforward servicing. Smooth and quiet, thanks to its long-life compressor, acoustic insulation, component design and intelligent fan speed reduction during low capacity operation, this highly efficient unit also saves on energy bills with an optimised micro channel heat exchanger and electronic controller.",Refrigeration/Condensing Units/Housed Condensing Units/Housed Condensing Units.csv -> Danfoss Optyma Plus OP-MPXM057MLP00G 1 phase condensing unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/48/NW-673547_673548_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Danfoss_Optyma_Cond_Unit_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_c/at/Danfoss_Optyma_Pack_Cond_Unit_Cat.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Optyma_Plus_Controller_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Optyma_Plus_Cond_Unit_Install.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_frcc_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_019.A2.02_Instalation.pdf,,,,,,,,,
45,P656274,Tecumseh WINTSYS WIN FH 2511Z TZ win fh 2511z 400v 3ph wintsys cu,Tecumseh,1774.47,"Both efficient and quiet, the Tecumseh Wintsys WINFH2511ZXG three phase packaged condensing unit contains a compressor, condenser, fan motor and mounting plate. Attractively designed, this condensing unit has a heat exchanger function for cooling down and condensing incoming refrigerant vapor, its fan pulling outside air through the heat exchanger for effective cooling of the internal refrigerant.",Refrigeration/Condensing Units/Housed Condensing Units/Housed Condensing Units.csv -> Tecumseh WINTSYS WIN FH 2511Z TZ win fh 2511z 400v 3ph wintsys cu,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/74/NW-656273_656274_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tecumseh_WINFH2511ZXG_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tecumseh_Wintsys_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Tecumseh_General_Cond_Unit_Cat_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
46,P684007,Tecumseh SILENSYS SIL AJ 4519Z TZ sil aj 4519z 400v 3ph silensys cu,Tecumseh,1847.3,"Both quiet and safe in operation, the Tecumseh Silensys SILAJ4519ZTZ three phase three phase packaged condensing unit contains a compressor, condenser, fan motor and mounting plate. Attractively designed, this condensing unit has a heat exchanger function for cooling down and condensing incoming refrigerant vapor, its fan pulling outside air through the heat exchanger for effective cooling of the internal refrigerant.",Refrigeration/Condensing Units/Housed Condensing Units/Housed Condensing Units.csv -> Tecumseh SILENSYS SIL AJ 4519Z TZ sil aj 4519z 400v 3ph silensys cu,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/07/NW-684005_684007_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Tecumseh_Silensys_DG9051_A_3_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Tecumseh_SILAJ4519ZTZ_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Tecumseh_General_Cond_Unit_Cat_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
47,P693016,Danfoss Optyma Plus OP-MPYM009MYP00G condensing unit 1030 x 490 x 810mm White,Danfoss,1106.97,"Saving installation time and costs, the Danfoss Optyma Plus New Generation OP-MPYM009MYP00G single phase condensing unit offers simple plug-and-play installation and set-up as well as straightforward servicing. Smooth and quiet, thanks to its long-life compressor, acoustic insulation, component design and intelligent fan speed reduction during low capacity operation, this highly efficient unit also saves on energy bills with an optimised micro channel heat exchanger and electronic controller.",Refrigeration/Condensing Units/Housed Condensing Units/Housed Condensing Units.csv -> Danfoss Optyma Plus OP-MPYM009MYP00G condensing unit 1030 x 490 x 810mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/19/NW-693014_693019_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Danfoss_Optyma_Cond_Unit_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_c/at/Danfoss_Optyma_Pack_Cond_Unit_Cat.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Optyma_Plus_Controller_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Optyma_Plus_Cond_Unit_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,
