,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Colour,Connection Type,Style,Warranty,Hazardous,With Drain Off,Max Pressure,Flow Water Temperature,Material,Pipe Connection Size,Radiator Connection Size,Sensor,Shape,With Lockshield,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Range,Feature 3,Feature 4
20,P246031,Danfoss RLV-D compression fit 10mm/8mm lockshield valve,Danfoss,7.06,The Danfoss RLV-D standard lockshield valve has a nickel-plated finish with internal threaded connection.,Radiators/Radiator Valves/Manual Radiator Valves/Manual Radiator Valves.csv -> Danfoss RLV-D compression fit 10mm/8mm lockshield valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/31/NW-246030_246031_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Danfoss_Warranty_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_HeatingResidentl_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RLV_D_RLV_S_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_RLV_D_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Danfoss_5_Year_Warranty_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_RLV_D_Push_Fit_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,
21,P537918,Altecnic Modern angled radiator valves 15mm (Pair),Altecnic,17.65,"With a clean, chrome finish, this smart Altecnic Modern angled radiator valve pair is a suitable finishing touch for any décor. These valves include 1/2"" radiator connections and 15mm pipe connections.",Radiators/Radiator Valves/Manual Radiator Valves/Manual Radiator Valves.csv -> Altecnic Modern angled radiator valves 15mm (Pair),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/18/NW-537918_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_Radiator_Valve_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,P250155,"Pegler Yorkshire 367 pushfit elbow angle 10mm x 0.5""",Pegler,39.31,"The Pegler Yorkshire Terrier angle pattern manual radiator valve (MRV) is suitable for use in sealed systems and includes push-fit elbow, screw-down lockshield and drain off. Designed to meet new build requirements, the Terrier push-fit range has been developed using Pegler's years of experience in heating components.","Radiators/Radiator Valves/Manual Radiator Valves/Manual Radiator Valves.csv -> Pegler Yorkshire 367 pushfit elbow angle 10mm x 0.5""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/55/250155_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/PYorkshire_367DLS_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Terrier_HeatingSolutions_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Pegler_Yorkshire_12306196_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Terrier_HeatingSolutions_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,
23,P311207,Honeywell Home Valencia hw home man vlv l/s 15mm ang do p/fit,Honeywell Home,30.95,"Helping homeowners to maximise comfort and save on energy, this Valencia angled manual valve with lockshield, drain-off tailpiece and 10mm push-fit connections provides local control of room temperatures.",Radiators/Radiator Valves/Manual Radiator Valves/Manual Radiator Valves.csv -> Honeywell Home Valencia hw home man vlv l/s 15mm ang do p/fit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/08/NW-311207_311208_wm.jpg,,,,,,,White / Metallic,CompressionPush Fit,Traditional,1 year,N,Yes,10,130,Brass,10mm,10mm,No,Cylindrical,Yes,VHL120-15A-DP,Manual Valve,N,Bi-directional flow design,Can be mounted vertically or horizontally,Valencia,Positive shut-off,1 year warranty
24,P250399,Pegler Yorkshire straight wheel-head lockshield valve with elbow 15 x 10mm,Pegler,13.59,"This Pegler Yorkshire Mercia 10mm straight pattern manual radiator valve with push-fit connector is finished in neat, easy to clean chrome.",Radiators/Radiator Valves/Manual Radiator Valves/Manual Radiator Valves.csv -> Pegler Yorkshire straight wheel-head lockshield valve with elbow 15 x 10mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/99/NW-250399_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pegler_Yorkshire_Merica_P_Guide_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,P250405,"Pegler Terrier 97CPLS angled lockshield 15mm x 1/2"" Chrome",Pegler,33.29,"This Pegler Yorkshire Terrier 97 CPLS 15mm, 1/2"" angle pattern lockshield radiator valve is for copper or iron. It is manufactured from forged brass and has a neat chrome-plated finish.","Radiators/Radiator Valves/Manual Radiator Valves/Manual Radiator Valves.csv -> Pegler Terrier 97CPLS angled lockshield 15mm x 1/2"" Chrome",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/05/NW-250405_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/27/67/Pegler_Yorkshire_BSI_Kitemark_2767.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Belmont_CommercialRadVlve_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/pg/52/Pegler_Yorkshire_Terrier_Heat_Pg52.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
26,P250404,"Pegler Terrier 97CPWH angled wheel head 15mm x 1/2"" Chrome",Pegler,33.29,"This Pegler Yorkshire Terrier 97 CPWH 15mm, 1/2"" angle pattern wheel handle radiator valve is for copper or iron. It is manufactured from forged brass and has a neat chrome-plated finish.","Radiators/Radiator Valves/Manual Radiator Valves/Manual Radiator Valves.csv -> Pegler Terrier 97CPWH angled wheel head 15mm x 1/2"" Chrome",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/04/NW-250404_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/27/67/Pegler_Yorkshire_BSI_Kitemark_2767.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Belmont_CommercialRadVlve_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/pg/52/Pegler_Yorkshire_Terrier_Heat_Pg52.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
27,P250232,"Pegler Terrier 367 male iron angled wheel head 15mm x 1/2"" Chrome",Pegler,27.29,The Pegler Yorkshire Terrier 367 CPWH 15mm angle pattern wheel handle radiator valve for copper is suitable for use in indirect open-vented or sealed water-filled central heating and indirect hot water systems only.,"Radiators/Radiator Valves/Manual Radiator Valves/Manual Radiator Valves.csv -> Pegler Terrier 367 male iron angled wheel head 15mm x 1/2"" Chrome",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/32/NW-250232_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/27/67/Pegler_Yorkshire_BSI_Kitemark_2767.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Terrier_HeatingSolutions_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/PYorkshire_367WH_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
28,P250371,Pegler Yorkshire push fit radiator valve wheel head elbow connector 10mm Chrome,Pegler,13.26,"This Pegler Yorkshire Mercia 10mm angled manual radiator valve with push-fit elbow connector is finished in neat, easy to clean chrome.",Radiators/Radiator Valves/Manual Radiator Valves/Manual Radiator Valves.csv -> Pegler Yorkshire push fit radiator valve wheel head elbow connector 10mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/71/NW-250371_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pegler_Yorkshire_Merica_P_Guide_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,P250233,"Pegler Terrier 367 male iron angled lockshield 15mm x 1/2"" Chrome",Pegler,27.29,The Pegler Yorkshire Terrier 367 CPLS 15mm angle pattern lockshield radiator valve for copper is suitable for use in indirect open-vented or sealed water-filled central heating and indirect hot water systems only.,"Radiators/Radiator Valves/Manual Radiator Valves/Manual Radiator Valves.csv -> Pegler Terrier 367 male iron angled lockshield 15mm x 1/2"" Chrome",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/33/NW-250233_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/27/67/Pegler_Yorkshire_BSI_Kitemark_2767.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Terrier_HeatingSolutions_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/PYorkshire_367LS_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
30,P311205,Honeywell Home Valencia hw home manual vlv + l/s 15mm ang,Honeywell Home,21.52,"Helping homeowners to maximise comfort and save on energy, this Valencia angled manual valve with lockshield and 15mm connections provides local control of room temperatures.",Radiators/Radiator Valves/Manual Radiator Valves/Manual Radiator Valves.csv -> Honeywell Home Valencia hw home manual vlv + l/s 15mm ang,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/05/NW-311205_wm.jpg,,,,,,,White / Metallic,Compression,Traditional,1 year,N,No,10,130,Brass,15 mm,15 mm,No,Cylindrical,Yes,VHL120-15A,Manual Valve,N,Bi-directional flow design,Can be mounted vertically or horizontally,Valencia,Positive shut-off,1 year warranty
31,P250154,"Pegler Terrier 367 pushfit angled lockshield drain-off elbow 15mm x 1/2"" Chrome",Pegler,40.79,"Designed for push-fit connection, this Pegler Yorkshire Terrier 15mm x 1/2"" chrome angled lockshield drain-off elbow is part of the Terrier manual radiator valve range. Designed for simple, drain-free use, this system allows for the changing of a spindle's O-ring without the downtime and mess of a full drain-down. Additionally, with a gland removal tool an entire headwork can be changed too. The Terrier's manual radiator valve includes a concealed lockshield cap for tamper-resistance, requiring an Allen key for flow adjustment, meaning system balance cannot be accidentally interrupted.","Radiators/Radiator Valves/Manual Radiator Valves/Manual Radiator Valves.csv -> Pegler Terrier 367 pushfit angled lockshield drain-off elbow 15mm x 1/2"" Chrome",,Manual radiator valve;Push-fit elbow,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/54/250154_wm.jpg,,,,,,,Chrome,Compression x Threaded,Traditional,5 Year,N,Yes,10,120,Brass,15 mm,1/2,No,Round,Yes,661010,Manual Radiator Valve,N,Compression connection with push-fit elbow connector,Suits a wide range of commercial applications,Terrier,Valves can be serviced without draining the system,Approved to BS 2767-10 standards
32,P250153,"Pegler Yorkshire 367 pushfit elbow angle Chrome 10mm x 1/2""",Pegler,32.32,"The Pegler Yorkshire Terrier 661 angle pattern manual radiator valve (MRV) is suitable for use in sealed systems and includes a lockshield and push-fit elbow. Designed to meet new build requirements, the Terrier push-fit range has been developed using Pegler's years of experience in heating components.","Radiators/Radiator Valves/Manual Radiator Valves/Manual Radiator Valves.csv -> Pegler Yorkshire 367 pushfit elbow angle Chrome 10mm x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/53/250153_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Terrier_HeatingSolutions_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/PYorkshire_367LS_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Pegler_Yorkshire_12306196_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Terrier_HeatingSolutions_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,
33,P250152,"Pegler Yorkshire 367 pushfit elbow angle white Chrome 10mm x 1/2""",Pegler,32.32,"The Pegler Yorkshire Terrier angle pattern manual radiator valve (MRV) is suitable for use in sealed systems and includes a wheel handle and push-fit elbow. Designed to meet new build requirements, the Terrier push-fit range has been developed using Pegler's years of experience in heating components.","Radiators/Radiator Valves/Manual Radiator Valves/Manual Radiator Valves.csv -> Pegler Yorkshire 367 pushfit elbow angle white Chrome 10mm x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/52/250152_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/PYorkshire_367WHElbow_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Terrier_HeatingSolutions_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Pegler_Yorkshire_12306196_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Terrier_HeatingSolutions_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,
34,P311208,Honeywell Home Valencia hw home man vlv l/s 15mm ang p/fit,Honeywell Home,27.19,"Helping homeowners to maximise comfort and save on energy, this Valencia angled manual valve with lockshield and 10mm push-fit connections provides local control of room temperatures.",Radiators/Radiator Valves/Manual Radiator Valves/Manual Radiator Valves.csv -> Honeywell Home Valencia hw home man vlv l/s 15mm ang p/fit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/08/NW-311207_311208_wm.jpg,,,,,,,White / Metallic,CompressionPush Fit,Traditional,1 year,N,No,10,130,Brass,10mm,10mm,No,Cylindrical,Yes,VHL120-15A-P,Manual Valve,N,Bi-directional flow design,Can be mounted vertically or horizontally,Valencia,Positive shut-off,1 year warranty
35,P250253,"Pegler Terrier 368 male iron straight lockshield 15mm x 1/2"" Chrome",Pegler,37.22,The Pegler Yorkshire Terrier 368 LS 15mm straight pattern lockshield radiator valve for copper is suitable for use in indirect open-vented or sealed water-filled central heating and indirect hot water systems only.,"Radiators/Radiator Valves/Manual Radiator Valves/Manual Radiator Valves.csv -> Pegler Terrier 368 male iron straight lockshield 15mm x 1/2"" Chrome",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/53/NW-250253_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/27/67/Pegler_Yorkshire_BSI_Kitemark_2767.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Terrier_HeatingSolutions_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/PYorkshire_368LSPattern_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
