,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Flow Rate,Range,Voltage (V),Warranty,Phase,Hazardous,Depth (mm),Rated Speed,Enclosure Class,Frequency,Pressure Rating,Standards,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Output,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Weight,Refrigerant Suitability,Seasonal Efficiency Energy Label Heating,UK Total Cooling,Seasonal Efficiency Energy Label Cooling,Nominal Heating (kW),Max Sound Pressure,UK Sensible Cooling,Nominal Cooling (kW),Max Airflow (m/min),Fuse Size (A),Pipe Size Diameter - Gas,Pipe Size Diameter - Liquid,Operating Temperature,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Attachment 5,Attachment 6,Connection Type,Max Pressure,Material,Operating Pressure,Maximum Operating Temperature,Application,Capacity Litre,Feature 20,Feature 21,Feature 22
66,P126218,GFOS MAGNA1 32-60 F 220 1X230V PN6/10,Grundfos,1094.5,"A simple solution for basic system control and monitoring, the Grundfos MAGNA1 32 - 60 F circulator pump is ideal for replacing older circulators. Complying with EuP 2015 regulations, MAGNA1 offers high efficiency in main pump, mixing loops and heating surfaces as well as air conditioning surfaces, ground source heat pump systems and small chiller applications. It is suitable for use in commercial air conditioning, heating and hot water recirculation, district cooling and heating, domestic hot water recirculation, heating and cooling and industrial heating.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> GFOS MAGNA1 32-60 F 220 1X230V PN6/10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/18/NW-126218_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA1_Model_C_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grundfos_MAGNA1_Model_C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA1_Model_C_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA1_Model_C_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,P141421,Grundfos MAGNA3 hot water 25-100 N 180,Grundfos,1351.76,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 25 - 100 N single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos MAGNA3 hot water 25-100 N 180,,MAGNA3 pump;Insulating shells;Gaskets;Quick guide;Safety instructions;1x ALPHA plug,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/22/NW-141418_141422_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,P106716,GFOS TPE3 D 40-200-S-A-F-A-BQQE,Grundfos,7607.25,"Ideal for heating, cooling and district energy, the Grundfos TPE3 D single stage, close-coupled, volute pump offers inline suction and discharge ports of identical diameter and a combined temperature and differential pressure sensor. Thanks to a top-pull-out design, the power head (motor, pump head and impeller) can be removed while the pump housing remains in the pipework for easy, stress-free servicing and maintenance. The twin-head pump is designed with two parallel power heads, each with a fan-cooled, permanent-magnet synchronous motor and a frequency converter and PI controller in the motor terminal box for continuously variable control of speed.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> GFOS TPE3 D 40-200-S-A-F-A-BQQE,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/16/NW-106716_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_TPE_TPED_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_TPE_TPED_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Grundfos_TP_TPD_TPE_TPE3_3D_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,P104514,Grundfos Hydro MPC-E 3 booster pump,Grundfos,35229.0,"An innovative design suitable for industrial and building services, the Grundfos Hydro Multi-E pressure booster system is tested and ready to install. Comprising CRE/CRIE vertical multi-stage pumps or CME horizontal multi-stage pumps connected in parallel and mounted on a common base, Multi-E systems allow for easy set point adjustment via the control panel while advanced control ensures other adjustments are made in order to maintain constant pressure.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos Hydro MPC-E 3 booster pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/14/104514_wm.jpg,,,,,Black/Stainless Steel,36.3 m³/h,Hydro MPC-E 3,380-415,,3,N,1040,,,50/60,16 bar,N/A,99257269,Hydro Booster System,N,Integral easy to use controls with large display,Energy-optimised control,2 - 3 pumps in cascade,Plug and pump solution with no extra programming or cabling required,Data communication,Perfect constant pressure,Reduced noise level,Space-saving installation with no need for control cabinets,5.5 kW,Compatible with Grundfos GO remote control,Multi master control system,No single point of failure,WRAS approved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,P110086,Grundfos Hydro MPC-E 2 CRIE 4 booster system,Grundfos,14464.0,"Supplied as a compact assembly per DIN standard 1988/T5, this Grundfos Hydro MPC-E CRIE5-4 three phase pressure booster system incorporates speed-controlled CRIE pumps with high efficiency electronically commutated permanent-magnet motors. The pumps are equipped with a service-friendly cartridge shaft seal, HQQE (SiC/SiC/EPDM).",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos Hydro MPC-E 2 CRIE 4 booster system,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/86/NW-110086_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_Hydro_MPC_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_Hydro_MPC_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,P141433,Grundfos Magna 3 D 32-100 180 circulating pump 1 x 230V PN10,Grundfos,2221.15,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 32 - 100 single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos Magna 3 D 32-100 180 circulating pump 1 x 230V PN10,,MAGNA3 pump;Insulating shells;Gaskets;Quick guide;Safety instructions;1x ALPHA plug,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/33/NW-141430_141433_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,P141834,Grundfos Magna 3 D 50-60 F 240 circulating pump 1 x 230V PN6/10,Grundfos,4735.1,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 50 - 60 F single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos Magna 3 D 50-60 F 240 circulating pump 1 x 230V PN6/10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/39/NW-141827_141839_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,P112874,Grundfos Hydro MPC-E 3 CRIE 5-4 booster set,Grundfos,18802.0,"A compact assembly, the Grundfos Hydro MPC-E 3 CRIE 5-4 booster set is supplied to DIN standard 1988/T5.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos Hydro MPC-E 3 CRIE 5-4 booster set,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/74/112874_wm.jpg,,,,,Black/Stainless Steel,20.7 m³/h,,200-240,,1,N,1550,,,50,16 bar,N/A,98426912,Booster System,N,With frequency controlled pumps,Black and stainless steel finish,16 bar pressure rating,,,,,,1.1 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,P126284,"Grundfos Magna 1 circulating pump 360mm 1"" x 230V PN6",Grundfos,3187.5,"A simple solution for basic system control and monitoring, the Grundfos MAGNA1 80 - 60 F circulator pump is ideal for replacing older circulators. Complying with EuP 2015 regulations, MAGNA1 offers high efficiency in main pump, mixing loops and heating surfaces as well as air conditioning surfaces, ground source heat pump systems and small chiller applications. It is suitable for use in commercial air conditioning, heating and hot water recirculation, district cooling and heating, domestic hot water recirculation, heating and cooling and industrial heating.","Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos Magna 1 circulating pump 360mm 1"" x 230V PN6",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/84/NW-126284_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA1_Model_C_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grundfos_MAGNA1_Model_C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA1_Model_C_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA1_Model_C_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,P606189,Bosch CL5000 m mlt-splt ar2ar ht pmp 7.9kw od,Bosch,1240.83,"The Bosch CL5000 7.9kW multi-split air-to-air heat pump helps to maximise space by connecting a single outdoor unit to up to three indoor units. Improving cooled air quality, this heat pump unit incorporates i-Clean, washing away dust, mould and grease from the heat exchanger surface for reduced odours and less bacteria.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Bosch CL5000 m mlt-splt ar2ar ht pmp 7.9kw od,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/89/606189_wm.jpg,,,,,,,CL5000,,5,Single Phase,N,342,,,,,,7733701935,Outdoor Unit,N,Suitable for R32 refrigerant,A++ seasonal cooling efficiency,Single phase,Eco mode,i-Clean for improved hygiene,5 year warranty,,,,,,,,,,48,R-32,A+,0,A++,8.4,66,0,7.9,2700,0,9.52mm (3/8in),(6.35mm (1.4in),,,,,,,,,,,,,,,,,,
76,PD64922,Stuart Turner Mainsboost vessel horizontal water boosting system,Stuart Turner,1224.85,"The MAINSBOOST MB 250SH-1 is designed for 'direct on mains' systems (unvented hot water cylinders and combination boilers) where the incoming mains pressure is greater than 2.5 bar but the flow is insufficient to meet demand. Supplied with a mounting cradle, these vessel systems are installed horizontally and are ideal for use under the eaves in loft spaces. MAINSBOOST vessel systems do not require an electrical supply and operate silently. System cold water storage capacity can be expanded simply by adding one or more MAINSBOOST Add-on units as required.  If the incoming mains water pressure is less than 2.5 bar, a MAINSBOOST Charger pump can be used in conjunction with the MAINSBOOST vessel system to boost pressure. The MAINSBOOST MB 250SH-1 features a nominal vessel size of 250 litres and a pressurised cold water water storage capacity of approximately 137 litres. Each unit is supplied with the unique compact MAINSBOOST Monobloc 22/28mm Upstream Kit (USK) as standard which significantly simplifies installa",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Stuart Turner Mainsboost vessel horizontal water boosting system,,Mainsboost vessel;Mounting cradle (pair) Monobloc upstream line-in kit;Installation guide,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/22/NW-D64922_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stuart_Turner_Steel_Vessel_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/si/on/Stuart_Turner_Steel_Hor_Dimension.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Stuart_Turner_Steel_Vessel_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fo/rm/Stuart_Turner_Mainsboost_Survey_Form.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,P163955,Wilo Yonos Maxo-D 40/0.5-8 PN6/10 twin head commercial pump,Wilo,1666.62,"The Wilo Yonos Maxo-D is a twin head compact pump for commercial buildings with HVAC applications, with an EC motor and electronic power adjustment for optimum energy efficiency.  Easy to set up with three operating modes and simple adjustment over three speed stages when replacing an uncontrolled standard pump. Additional option to expand the pumps intelligent functions further with the Wilo Connect Module.   Each pump operates individually with one main pump and one pump on standby, meaning if any faults are detected you can switch the pumps over to prevent failure.  This inline glandless pump is suitable for use in domestic or commercial buildings for all central heating, underfloor heating, air-conditioning systems, closed cooling circuits, industrial circulation systems.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Wilo Yonos Maxo-D 40/0.5-8 PN6/10 twin head commercial pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/55/163955_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wilo_REACH_Regulation_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wilo_Yonos_MAXO_D_Z_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wilo_Stratos_Yonos_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wilo_Yonos_MAXO_D_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,P141784,Grundfos Magna 3 40-180 F 250 circulating pump 1 x 230V PN6/10,Grundfos,2630.35,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 40 - 180 F single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos Magna 3 40-180 F 250 circulating pump 1 x 230V PN6/10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/84/NW-141779_141784_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,P141847,GFS MAGNA3 D 80-60 F 360 1X230V PN6,Grundfos,5485.3,"Fitted with an electronically controlled motor based on permanent magnet (PM) and compact stator technology, the Grundfos Magna3 D 80-60 F 230V PN6 circulating pump offers proportional pressure control and constant curve duty.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> GFS MAGNA3 D 80-60 F 360 1X230V PN6,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/gn/a3/MAGNA3_wm.jpg,,,,,Black,23.7 m³/h,Magna 3,230,2 years,N/A,N,615,,IPX4D,50/60,6 bar,"CE,VDE,EAC,MOROCCO,UKCA, CE,VDE,EAC,MOROCCO,UKCA, CE,VDE,EAC,MOROCCO,UKCA,TSE,RCM,UkrSEPRO,CN ROHS,WEEE",97924502,Circulating Pump,N,With proportional and constant pressure control,With constant temperature control,Constant maximum/minimum curve duty,Automatic night setback function included,No external motor protection required,IP4XD rated,2 year warranty,,0.529 kW,,,,,,,55553.00000 kg,,,,,,,,,,,,,-10 to 110,,,,,,,,,,,,,,,,,
80,P158567,Wilo TOP-Z 1-phase bare pump Bronze,Wilo,1292.0,"Suitable for drinking water use, this Wilo TOP-Z 30/10 circulator is designed for domestic hot water circulation systems in the industry and building services. Maintenance-free, this glandless circulator has threaded or flanged connections and pre-selectable speed stages for power adjustment.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Wilo TOP-Z 1-phase bare pump Bronze,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/67/NW-158567_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wilo_REACH_Regulation_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,P141674,STRATOS MAXO 32/05-12 R7,Wilo,1618.54,"Suitable for domestic or light commercial use, the Wilo Stratos Maxo 32/05-12 R7 is compatible with central heating, cooling, underfloor heating and air conditioning systems and can be used with water/glycol mixtures. An inline glandless smart pump with one touch commissioning, Maxo incorporates an EC motor and electronic power adjustment as well as efficiency enhancing permanent automatic performance adaptation. A range of clever features, including heating and cooling quantity measurement and dry running detection are included. Automatic no-flow stop, meanwhile, deactivates the pump in the absence of flow, reducing the risk of dry-running damage.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> STRATOS MAXO 32/05-12 R7,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/xo/Wilo_Stratos_Maxo_wm.jpg,,,,,Green,17.1 m³/h,Stratos,230,3 Years,1,N,360,4400 1/min,IPX4D,50/60,10 bar,CE;EAC;VDE,2217947,Circulating Pump,N,Compatible with Wilo-Assistant app for Bluetooth commissioning,Automatic pump venting function and full motor protection prevents failure,Thermal insulation shell for energy efficiency,Configured pump settings can be saved and restored,Wilo connection plug for tool-free plug-and-play wiring,"Easy to use, large LCD display for easy commissioning",Automatic setback operation and deblocking function,Adjustable volume flow limiter,0.266 kW,Energy efficiency index (EEI) of less than 0.19,Fluid temperature of -10°C to +90°C,Port-to-port length of 180mm,Threaded G2 pipe connection,Maximum head of 10M,Maximum flow of 12M³/h,,,,,,,,,,,,,,,IPX4D rated,"CE, EAC and VDE approved",3 year warranty,,,,,,,,,,,,,,
82,P141797,Grundfos Magna 3 65-150 F 340 circulating pump 1 x 230V PN6/10,Grundfos,3786.65,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 65 - 150 F single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos Magna 3 65-150 F 340 circulating pump 1 x 230V PN6/10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/97/NW-141796_141797_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
