,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Connection Size,Connection Type,Diameter,Range,Warranty,Hazardous,Dimensions (L x W x D),Drainage Product Type,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Colour,Weight,Minimum Operating Temperature,Resistance Features,Wall Thickness (mm),Maximum Operating Temperature,Paintable,Standards,Application,Feature 5,Feature 6,Feature 7
10,PF14108,Center CB square access pipe 65mm White,Center CB,8.47,"Center CB square access pipe is made of PVC-U. The Center rainwater range allows efficiently channel roof water to the drain across a variety of building types and sizes. Available in either a black rounded profile or a white square profile, this range is designed and engineered to last, withstanding changes in temperature and weather without the joints weakening or separating.",Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Center CB square access pipe 65mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/08/NW-F14108_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,PF14100,Center CB 92.5deg square bend 65mm White,Center CB,9.65,"Center CB square bend is made of PVC-U. The Center rainwater range allows efficiently channel roof water to the drain across a variety of building types and sizes. Available in either a black rounded profile or a white square profile, this range is designed and engineered to last, withstanding changes in temperature and weather without the joints weakening or separating.",Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Center CB 92.5deg square bend 65mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/00/NW-F14100_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,PF14032,Center CB downpipe 68mm x 3mtr Black,Center CB,20.13,"Center CB downpipe is made of PVC-U. The Center rainwater range allows efficiently channel roof water to the drain across a variety of building types and sizes. Available in either a black rounded profile or a white square profile, this range is designed and engineered to last, withstanding changes in temperature and weather without the joints weakening or separating.",Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Center CB downpipe 68mm x 3mtr Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/32/NW-F14032_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,PQ66039,Wavin Osma round line pipe bracket 68mm Anthracite Grey,Wavin,4.97,"Suitable for domestic use, the Wavin Osma RoundLine 68mm pipe bracket is suitable for mounting a RoundLine downpipe. The Osma RoundLine system isa 112mm gutter system featuring 68mm downpipe, all with a traditional rounded design. The system covers roof areas of 163M² with a single downpipe.",Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Wavin Osma round line pipe bracket 68mm Anthracite Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/39/Q66039_wm.jpg,,,,,N/A,N/A,68 mm,Osma,12 Months,N,112 x 68mm,Bracket,PVC,0T034AG,Pipe Bracket,N,For 68mm downpipe,For wall mounting,Anthracite grey colour,PVC construction,,,,,,,,,,,,
14,PF95427,"Alumasc Apex Heritage eared circular pipe 4"" x 6ft",Alumasc,146.57,"Made of cast iron, this Alumasc Apex Heritage circular 100mm diameter pipe with ear is designed to suit traditional craft-based contracts, offering a close replica of historic pipe styles for period properties.","Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Alumasc Apex Heritage eared circular pipe 4"" x 6ft",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/27/NW-F95427_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alumasc_Rainwater_Systems_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Harmer_Alumasc_M004RW_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alumasc_All_Guttering_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,PQ64816,"Wavin Osma RoundLine bracket spacer 2.1/2"" Black",Wavin,2.36,"Ideal for domestic use, this Wavin Osma RoundLine 68mm pipe bracket spacer for use with 0T033 concealed screw pipe is made of black PVC-U with a classic half-round profile.","Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Wavin Osma RoundLine bracket spacer 2.1/2"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/16/NW-Q64816_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Wavin_AGBG_Trade_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,PW14361,Alutec hex insert domehead 16 x 170mm,Alutec,1.82,"Offering a functional lifetime of fifty years or longer, this Alutec 16 x 170mm hex insert domehead screw is part of the brand's expansive rainwater system. Helping to minimise lifecycle costs and disruption, the Alutec rainwater system, constructed in marine grade aluminium, is almost completely maintenance-free.",Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Alutec hex insert domehead 16 x 170mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/c2/08/SC208_wm.jpg,,,,,M6,screw,M6,,50 years functional life expectancy and 25 years for paint finish,N,,Rainwater accessories,Stainless Steel,SC208,,N,For rainwater applications,Stainless steel construction,Mill finish,Corrosion-resistant,Black,0.13,N/A,Corrosion Resistant,Not applicable,n/a,Yes,DIN 571,Rainwater,DIN 571,50 years functional life expectancy,25 year expected life on paint finish
17,PF14036,Center CB downpipe socket 68mm Black,Center CB,6.98,"Center CB downpipe socket is made of PVC-U. The Center rainwater range allows efficiently channel roof water to the drain across a variety of building types and sizes. Available in either a black rounded profile or a white square profile, this range is designed and engineered to last, withstanding changes in temperature and weather without the joints weakening or separating.",Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Center CB downpipe socket 68mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/36/NW-F14036_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,PF14098,Center CB square shoe 65mm White,Center CB,6.2,"Center CB square shoe is made of PVC-U. The Center rainwater range allows efficiently channel roof water to the drain across a variety of building types and sizes. Available in either a black rounded profile or a white square profile, this range is designed and engineered to last, withstanding changes in temperature and weather without the joints weakening or separating.",Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Center CB square shoe 65mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/98/NW-F14098_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,PF14096,Center CB square pipe socket 65mm White,Center CB,8.82,"Center CB square pipe socket is made of PVC-U. The Center rainwater range allows efficiently channel roof water to the drain across a variety of building types and sizes. Available in either a black rounded profile or a white square profile, this range is designed and engineered to last, withstanding changes in temperature and weather without the joints weakening or separating.",Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Center CB square pipe socket 65mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/96/NW-F14096_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,PQ64449,"Wavin Osma RoundLine sock clip 2.1/2"" Black",Wavin,5.83,"Ideal for domestic use, this Wavin Osma RoundLine 68mm socket bracket is made of black PVC-U with a classic half-round profile.","Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Wavin Osma RoundLine sock clip 2.1/2"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/49/NW-Q64449_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Wavin_AGBG_Trade_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PF67222,Polypipe 68mm Round Rainwater Downpipe in White (5.5m),Polypipe,82.46,"Made of white PVCu, this Polypipe 68mm round downpipe, supplied in a 5.5M length, is suitable for use in domestic applications.",Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Polypipe 68mm Round Rainwater Downpipe in White (5.5m),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/22/NW-F67222_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PF67754,Polypipe rainwater pipe bracket 65mm Black,Polypipe,6.9,"Suitable for domestic use, this Polypipe 65mm pipe bracket is made of black PVC-U.",Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Polypipe rainwater pipe bracket 65mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/54/NW-F67754_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PF10672,Hargreaves eared rainwater pipe 75mm Painted,Hargreaves,172.07,"Made of robust cast iron, this Hargreaves 75mm eared rainwater pipe has a painted finish ready for installation.",Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Hargreaves eared rainwater pipe 75mm Painted,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/97/F10297_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/HargreavesFoundry_Prem&PremExtra_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PF14048,Center CB access pipe 68mm Black,Center CB,36.03,"Center CB access pipe is made of PVC-U. The Center rainwater range allows efficiently channel roof water to the drain across a variety of building types and sizes. Available in either a black rounded profile or a white square profile, this range is designed and engineered to last, withstanding changes in temperature and weather without the joints weakening or separating.",Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Center CB access pipe 68mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/48/NW-F14048_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PQ62787,Wavin Osma SquareLine pipe bracket spacer Black,Wavin,6.82,"Ideal for domestic use, this Wavin Osma SquareLine 70mm pipe bracket spacer is made of black PVC-U and offers a neat, modern rectilinear profile. This spacer is for use with the 4T834 pipe bracket, 4T823 pipe connector/bracket, 4T832 pipe shoe/bracket, 4T858 offset pipe with access and 4T855 access pipe.",Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Wavin Osma SquareLine pipe bracket spacer Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/87/NW-Q62787_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PF14034,Center CB downpipe 68mm x 5.5mtr Black,Center CB,36.39,"Center CB downpipe is made of PVC-U. The Center rainwater range allows efficiently channel roof water to the drain across a variety of building types and sizes. Available in either a black rounded profile or a white square profile, this range is designed and engineered to last, withstanding changes in temperature and weather without the joints weakening or separating.",Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Center CB downpipe 68mm x 5.5mtr Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/34/NW-F14034_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PF22206,Marley Flowline union bracket Black,Marley,6.69,This Marley Flowline union bracket in black is part of the attractively designed rectilinear profile PVC-U Flowline gutter system. This system offers carrying capacities higher than standard half round gutters and is an ideal choice for larger roof areas with the option to use a notched or notchless joint.,Drainage/Rainwater Downpipes & Fittings/Rainwater Downpipes & Fittings.csv -> Marley Flowline union bracket Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/06/NW-F22206_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
