,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Colour,Fuel Type,Operating Temperature,Range,Voltage (V),Warranty,Hazardous,Output,Depth (mm),Top Design,Overheat Protection,Programmable,Fan Speeds,Controls,IP Rating,Material,Mounting Type,BTU h,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Attachment 8
10,P222173,Myson Kickspace 80S plinth heater White,Myson,246.48,"Ideal for kitchens where room is at a premium, the Myson Kickspace 80S fan convector is a smart solution to heating without wasting precious wall space. Installed neatly under units, this low height heater delivers two fan levels - normal and boost - for between 2576 and 2989 BTU/h comfort. Designed especially for compatibility with Ikea and other European-style kitchen designs, the 80S offers conveniently compact installation.",Heating/Warm Air Heating/Wall Heaters/Wall Heaters.csv -> Myson Kickspace 80S plinth heater White,,KICKSPACE® unit;Flexible hoses including isolating valves (1 pair);Instruction manual;Warranty card;Grille;Screw fixing kit (with grille);2m cable,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/73/222173_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_8/0d/Myson_Kickspace_80S_and_80D.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_FanConvector_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_KickSpace_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_Kickspace_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_Product_Range_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Myson_Kickspace_General_Info_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,P213170,Smiths Space Saver SS3/5 space saver,Smiths,182.02,"Helping you to make the most of valuable wall space, the Smiths Space Saver SS3/5 1.1 - 1.4kW plinth heater does away with space-wasting kitchen radiators, freeing up room for cupboards or appliances. Fitting into the kitchen plinths underneath storage, the Space Saver provides efficient heat at low level. Most commonly used in kitchens and utility rooms, the Space Saver is also ideal for heating in non-domestic spaces such as reception areas and changing rooms or even in libraries.",Heating/Warm Air Heating/Wall Heaters/Wall Heaters.csv -> Smiths Space Saver SS3/5 space saver,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/73/NW-213170_213173_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Smiths_Space_Saver_S3_S9_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Smiths_Space_Saver_Hydronic_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Smiths_Product_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/SmithsEnvironmental_Isolube_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,P213173,Smiths Space Saver SS9/5 space saver,Smiths,301.18,"Helping you to make the most of valuable wall space, the Smiths Space Saver SS9/5 2.2 - 2.4kW plinth heater does away with space-wasting kitchen radiators, freeing up room for cupboards or appliances. Fitting into the kitchen plinths underneath storage, the Space Saver provides efficient heat at low level. Most commonly used in kitchens and utility rooms, the Space Saver is also ideal for heating in non-domestic spaces such as reception areas and changing rooms or even in libraries.",Heating/Warm Air Heating/Wall Heaters/Wall Heaters.csv -> Smiths Space Saver SS9/5 space saver,,Plinth heater;Stainless steel grille;Pre-wired mains cable;2x fixing screws;One pair of flexible installation hoses,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/73/NW-213170_213173_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Smiths_Space_Saver_S3_S9_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Smiths_Space_Saver_Hydronic_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Smiths_Product_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/SmithsEnvironmental_Isolube_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,P222177,Myson Kickspace 500 DUO ECO electric plinth heater 0.89-1.16kW,Myson,337.67,"Save space and wave goodbye to clunky radiators with the Myson Kickspace 500 DUO ECO plinth heater. Designed for installation under kitchen units, freeing up more wall space for storage units and appliances, this clever little unit delivers a fast 3980 BTU/h via its highly efficient heat exchanger. Combining the advantages of Myson's hydronic and electric models, with the option to switch between central heating and electric modes, the Kickspace Duo ECO is extra efficient for ECO Design Directive compliancy.",Heating/Warm Air Heating/Wall Heaters/Wall Heaters.csv -> Myson Kickspace 500 DUO ECO electric plinth heater 0.89-1.16kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/77/222177_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Myson_Kickspace_500_DUO_ECO_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Myson_Kickspace_500_DUO_ECO_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,P235127,Drugasar Art Series ART10 balanced natural gas heating excluding flue,Drugasar,1141.25,"A flexible choice for use in a wide range of locations, the quiet Drugasar ART10 11.1kW balanced flue gas heater is popularly used for heating churches, schools and offices as well as for comfortable heat in domestic spaces. This practical modulating heater draws air in from outside the building for use in combustion to create economical and efficient heat using natural convection. Designed for floor standing, the 37,870 BTU/h ART10 offers quick and simple installation.",Heating/Warm Air Heating/Wall Heaters/Wall Heaters.csv -> Drugasar Art Series ART10 balanced natural gas heating excluding flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/27/NW-235127_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drugasar_ART10_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drugasar_ART_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,P204302,Smiths Caspian flat front fan convector with EC Motor 14kW 1495 x 660 x 235mm White,Smiths,1497.3,"Suitable for commercial use, the Smiths Caspian flat front 14kW fan convector with EC motor is ideal for schools, churches, offices and other large spaces where rapid heat up is required. Allowing for installation at high or low level, this fan heater delivers excellent levels of efficiency and effective heating.",Heating/Warm Air Heating/Wall Heaters/Wall Heaters.csv -> Smiths Caspian flat front fan convector with EC Motor 14kW 1495 x 660 x 235mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/x7/00/SMTH_CASPIAN_FF_700x700_wm.jpg,,,,,,,,White,Hydronic,-20 - +35deg C,Caspian,230v,5 Years Parts and Labour,N,11.19 kW,235,No,No,No,"Low, Med, High",Manual,20,zinc coated steel,"LL, HL, Ceiling",23168 - 38181,HPCA22004,N,Zinc-coated steel construction,RAL 9010 White finish,Compatible with most types of 22mm wet central heating systems,"Suitable for low, medium and high level or ceiling installation",5 year parts and labour warranty,,,,
16,P204227,Smiths Caspian SL 120 fan convector with EC motor,Smiths,1351.71,"Suitable for commercial use, the Smiths Caspian SL120 fan convector with EC motor is ideal for schools, churches, offices and other large spaces where rapid heat up is required. Allowing for installation at high or low level, this fan heater delivers excellent levels of efficiency and effective heating.",Heating/Warm Air Heating/Wall Heaters/Wall Heaters.csv -> Smiths Caspian SL 120 fan convector with EC motor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/x7/00/SMTH_CASPIAN_SL_700x700_wm.jpg,,,,,,,,White,Hydronic,-20 - +35deg C,Caspian SL,230v,5 Years Parts and Labour,N,7042 kW,233,No,No,No,"Low, Med, High",Manual,20,zinc coated steel,"LL, HL, Ceiling",16071 - 25318,HPCA31503,N,Fully variable heat output,For 22mm flow and return pipework,"Suitable for high level, low level or ceiling mounting",Chamfered profile reduces sharp corners,Warm air discharged at an upward 45° angle to avoid discomfort,Zinc-coated steel construction,White finish,5 year parts and labour warranty,
17,P213172,Smiths Space Saver SS7/5 space saver,Smiths,269.1,"Helping you to make the most of valuable wall space, the Smiths Space Saver SS7/5 1.6 - 1.9kW plinth heater does away with space-wasting kitchen radiators, freeing up room for cupboards or appliances. Fitting into the kitchen plinths underneath storage, the Space Saver provides efficient heat at low level. Most commonly used in kitchens and utility rooms, the Space Saver is also ideal for heating in non-domestic spaces such as reception areas and changing rooms or even in libraries.",Heating/Warm Air Heating/Wall Heaters/Wall Heaters.csv -> Smiths Space Saver SS7/5 space saver,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/73/NW-213170_213173_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Smiths_Space_Saver_S3_S9_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Smiths_Space_Saver_Hydronic_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Smiths_Product_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/SmithsEnvironmental_Isolube_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,P204301,Smiths Caspian flat front fan convector with EC Motor 10kW 1195 x 660 x 235mm White,Smiths,1351.71,"Suitable for commercial use, the Smiths Caspian flat front 10kW fan convector with EC motor is ideal for schools, churches, offices and other large spaces where rapid heat up is required. Allowing for installation at high or low level, this fan heater delivers excellent levels of efficiency and effective heating.",Heating/Warm Air Heating/Wall Heaters/Wall Heaters.csv -> Smiths Caspian flat front fan convector with EC Motor 10kW 1195 x 660 x 235mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/x7/00/SMTH_CASPIAN_FF_700x700_wm.jpg,,,,,,,,White,Hydronic,-20 - +35deg C,Caspian,230v,5 Years Parts and Labour,N,7042 kW,235,No,No,No,"Low, Med, High",Manual,20,zinc coated steel,"LL, HL, Ceiling",16071 - 25318,HPCA22003,N,Zinc-coated steel construction,RAL 9010 White finish,Compatible with most types of 22mm wet central heating systems,"Suitable for low, medium and high level or ceiling installation",5 year parts and labour warranty,,,,
19,P204226,Smiths Caspian SL 90 fan convector with EC motor,Smiths,1191.63,"Suitable for commercial use, the Smiths Caspian SL90 fan convector with EC motor is ideal for schools, churches, offices and other large spaces where rapid heat up is required. Allowing for installation at high or low level, this fan heater delivers excellent levels of efficiency and effective heating.",Heating/Warm Air Heating/Wall Heaters/Wall Heaters.csv -> Smiths Caspian SL 90 fan convector with EC motor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/x7/00/SMTH_CASPIAN_SL_700x700_wm.jpg,,,,,,,,White,Hydronic,-20 - +35deg C,Caspian SL,230v,5 Years Parts and Labour,N,6.78 kW,231,No,No,No,"Low, Med, High",Manual,20,zinc coated steel,"LL, HL, Ceiling",13819- 23134,HPCA31502,N,Fully variable heat output,For 22mm flow and return pipework,"Suitable for high level, low level or ceiling mounting",Chamfered profile reduces sharp corners,Warm air discharged at an upward 45° angle to avoid discomfort,Zinc-coated steel construction,White finish,5 year parts and labour warranty,
20,P222112,Myson Hi-Line LV 7-4 low voltage fan convector,Myson,386.83,"The high level wall-mounted Myson Hi-Line LV 7-4 fan convectors is designed to fit into a space above a door in domestic or commercial spaces. Providing rapid, reliable heat from above, the Hi-Line LV connects directly to a central heating system to deliver three optional levels of heat from 3173 to 5808 BTU/h and incorporates a low limit thermostat for added safety, particularly useful in bathrooms.",Heating/Warm Air Heating/Wall Heaters/Wall Heaters.csv -> Myson Hi-Line LV 7-4 low voltage fan convector,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/12/222112_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_HiLine_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_FanConvector_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_Wallmount_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_FanConvector_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_HiLineLV_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_Product_Range_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_HFanConvector_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_ProductRange_Brochure.pdf
21,P223142,Smiths Ecovector high line fan 2900,Smiths,493.31,"Safe, efficient and fully controllable, the Smiths Ecovector 2900 high line hydronic fan convector is suitable for use with high temperature boilers or with low temperature renewable technology. Designed for high level installation, this fan heater helps to maximise wall space in a busy room.",Heating/Warm Air Heating/Wall Heaters/Wall Heaters.csv -> Smiths Ecovector high line fan 2900,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/x7/00/SMTH_ECOVECTOR_HIGH_1000_700x700_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Smiths_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Smiths_Ecovector HL_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/SmithsEnvironmental_Isolube_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,P235115,Drugasar Art Series ART6 balanced flue natural gas heater excluding flue,Drugasar,928.92,"A flexible choice for use in a wide range of locations, the quiet Drugasar ART6 6.4kW balanced flue gas heater is popularly used for heating churches, schools and offices as well as for comfortable heat in domestic spaces. This practical modulating heater draws air in from outside the building for use in combustion to create economical and efficient heat using natural convection. Designed for floor standing, the 21,800 BTU/h ART6 offers quick and simple installation.",Heating/Warm Air Heating/Wall Heaters/Wall Heaters.csv -> Drugasar Art Series ART6 balanced flue natural gas heater excluding flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/15/NW-235115_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drugasar_ART6_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drugasar_ART_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,P222113,Myson Hi-Line 7-4 radio control fan convector,Myson,399.63,"The high level wall-mounted Myson Hi-Line 7-4 fan convectors is designed to fit into a space above a door. Providing rapid, reliable heat from above, the Hi-Line connects directly to a central heating system to deliver three optional levels of heat from 3172 to 5808 BTU/h via easy remote control.",Heating/Warm Air Heating/Wall Heaters/Wall Heaters.csv -> Myson Hi-Line 7-4 radio control fan convector,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/16/222113_222116_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_HHeater&Cooler_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_HiLine_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_FanConvector_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_FanConvector_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_HiLineRC_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_Product_Range_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_ProductRange_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,P222002,Myson Kickspace 800 heater includes grille White,Myson,337.67,"Ideal for homes where room is at a premium, the Myson Kickspace 800 fan convector is a smart solution to heating without wasting precious wall space. Installed neatly under units, making it particularly suitable for kitchens, this clever heater connects to your central heating system to deliver two levels of fan-powered comfort, from 5824 to 7478 BTU/h.",Heating/Warm Air Heating/Wall Heaters/Wall Heaters.csv -> Myson Kickspace 800 heater includes grille White,,KICKSPACE® unit;2x Flexible hoses including isolating valves;Instruction manual;Warranty card;Grille;Screw fixing kit with grille;2m cable,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/02/222000_222002_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_FanConvector_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_FanConvector_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_KickSpace_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_Kickspace_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_Product_Range_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Myson_Kickspace_General_Info_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_ProductRange_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,P222114,Myson Hi-Line 10-6 radio control fan convector,Myson,440.23,"The high level wall-mounted Myson Hi-Line 10-6 fan convectors is designed to fit into a space above a door. Providing rapid, reliable heat from above, the Hi-Line connects directly to a central heating system to deliver three optional levels of heat from 5493 to 8602 BTU/h via easy remote control.",Heating/Warm Air Heating/Wall Heaters/Wall Heaters.csv -> Myson Hi-Line 10-6 radio control fan convector,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/16/222113_222116_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_HHeater&Cooler_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_HiLine_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_FanConvector_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_FanConvector_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_HiLineRC_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_Product_Range_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_ProductRange_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,P204171,Smiths Caspian Skyline CT60 commercial concealed fan convector (for large areas),Smiths,956.34,"Fitting effortlessly into a 600 x 600mm ceiling tile, the Smiths Caspian Skyline CT60 commercial concealed fan convector offers easy access for installation and maintenance. Ideal for use in larger spaces, such as schools or retail or food units, the Skyline uses current EC technology and plumbs into an existing central heating system for the easy addition of discreet high level heating.",Heating/Warm Air Heating/Wall Heaters/Wall Heaters.csv -> Smiths Caspian Skyline CT60 commercial concealed fan convector (for large areas),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/x7/00/SMTH_CASPIAN_SKYLINE_CEILING_700x700_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/SmithsEnvironmental_Isolube_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,P118804,Valor Brazilia F8S wall heater natural gas Oak,Valor,397.78,"Ideal for spaces that are difficult to heat, the 2.26kW Valor Brazilia F8S wall heater can help to improve comfort in chilly conservatories, halls, landings and bathrooms. Designed with a smart beige finish and oak effect side panels, this handy natural gas wall heater can be fitted alongside your existing heating system but is also suitable for whole-home heating.",Heating/Warm Air Heating/Wall Heaters/Wall Heaters.csv -> Valor Brazilia F8S wall heater natural gas Oak,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/04/NW-118804_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Valor_Brochure_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Valor_Brazillia_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Baxi_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,P118814,Valor Brazilia F8ST natural gas wall heater Beige/Oak,Valor,464.08,"Incorporating a thermostatic comfort control system, the Valor Brazilia F8ST wall heater supplies personalised heating settable to between 0.6kW to 2.26kW. Easy to use, with both ignition and temperature controls on the front, this wall heater is designed to suit most interiors, with a neutral Country Beige finish and rustic oak effect side panels.",Heating/Warm Air Heating/Wall Heaters/Wall Heaters.csv -> Valor Brazilia F8ST natural gas wall heater Beige/Oak,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/14/NW-118814_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Valor_Brochure_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Valor_Brazillia_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Baxi_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
