,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Colour,Hazardous,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Range,Feature 6,Feature 7,Feature 8,Feature 9,Watts,BTU h,Type
10,P706975,Center Type 11 Single Panel Single Convector Radiator 600 mm x 1400 mm 4862 BTU,Center,74.99,"A high quality radiator with smart contemporary styling to suit any room, the Center Type 21 horizontal radiator has been built using advanced production technology and high quality materials for a robust, reliable unit that will stand up to family life. Measuring 600 x 1400mm, this steel radiator is finished in a smart white powder coating and offers a heat output of 4862 BTU/h for cosy warmth, even in the depths of winter.",Radiators/Central Heating Radiators/Panel Radiators/Panel Radiators.csv -> Center Type 11 Single Panel Single Convector Radiator 600 mm x 1400 mm 4862 BTU,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/91/706878_706991_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Product Codes Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/000136_Center Radiator TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/000189_Center Radiator Spares Data.pdf,,,,,,,,,,,,,,,,,,,,,
11,P706953,Center Type 22 Double Panel Double Convector Radiator 450 mm x 1600 mm 7353 BTU,Center,156.0,"A high quality radiator with smart contemporary styling to suit any room, the Center Type 21 horizontal radiator has been built using advanced production technology and high quality materials for a robust, reliable unit that will stand up to family life. Measuring 450 x 1600mm, this steel radiator is finished in a smart white powder coating and offers a heat output of 7353 BTU/h for cosy warmth, even in the depths of winter.",Radiators/Central Heating Radiators/Panel Radiators/Panel Radiators.csv -> Center Type 22 Double Panel Double Convector Radiator 450 mm x 1600 mm 7353 BTU,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/90/706887_706990_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Product Codes Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/000136_Center Radiator TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/000189_Center Radiator Spares Data.pdf,,,,,,,,,,,,,,,,,,,,,
12,P706961,Center Type 22 Double Panel Double Convector Radiator 450 mm x 1200 mm 5514 BTU,Center,119.99,"A high quality radiator with smart contemporary styling to suit any room, the Center Type 21 horizontal radiator has been built using advanced production technology and high quality materials for a robust, reliable unit that will stand up to family life. Measuring 450 x 1200mm, this steel radiator is finished in a smart white powder coating and offers a heat output of 5515 BTU/h for cosy warmth, even in the depths of winter.",Radiators/Central Heating Radiators/Panel Radiators/Panel Radiators.csv -> Center Type 22 Double Panel Double Convector Radiator 450 mm x 1200 mm 5514 BTU,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/90/706887_706990_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Product Codes Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/000136_Center Radiator TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/000189_Center Radiator Spares Data.pdf,,,,,,,,,,,,,,,,,,,,,
13,P706976,Center Type 11 Single Panel Single Convector Radiator 600 mm x 900 mm 3125 BTU,Center,48.99,"A high quality radiator with smart contemporary styling to suit any room, the Center Type 21 horizontal radiator has been built using advanced production technology and high quality materials for a robust, reliable unit that will stand up to family life. Measuring 600 x 900mm, this steel radiator is finished in a smart white powder coating and offers a heat output of 3126 BTU/h for cosy warmth, even in the depths of winter.",Radiators/Central Heating Radiators/Panel Radiators/Panel Radiators.csv -> Center Type 11 Single Panel Single Convector Radiator 600 mm x 900 mm 3125 BTU,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/91/706878_706991_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Product Codes Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/000136_Center Radiator TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/000189_Center Radiator Spares Data.pdf,,,,,,,,,,,,,,,,,,,,,
14,P706969,Center Type 22 Double Panel Double Convector Radiator 600 mm x 1100 mm 6415 BTU,Center,80.0,"A high quality radiator with smart contemporary styling to suit any room, the Center Type 21 horizontal radiator has been built using advanced production technology and high quality materials for a robust, reliable unit that will stand up to family life. Measuring 600 x 1100mm, this steel radiator is finished in a smart white powder coating and offers a heat output of 6415 BTU/h for cosy warmth, even in the depths of winter.",Radiators/Central Heating Radiators/Panel Radiators/Panel Radiators.csv -> Center Type 22 Double Panel Double Convector Radiator 600 mm x 1100 mm 6415 BTU,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/90/706887_706990_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Product Codes Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/000136_Center Radiator TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/000189_Center Radiator Spares Data.pdf,,,,,,,,,,,,,,,,,,,,,
15,P706968,Center Type 22 Double Panel Double Convector Radiator 600 mm x 700 mm 4081 BTU,Center,71.99,"A high quality radiator with smart contemporary styling to suit any room, the Center Type 21 horizontal radiator has been built using advanced production technology and high quality materials for a robust, reliable unit that will stand up to family life. Measuring 600 x 700mm, this steel radiator is finished in a smart white powder coating and offers a heat output of 4081 BTU/h for cosy warmth, even in the depths of winter.",Radiators/Central Heating Radiators/Panel Radiators/Panel Radiators.csv -> Center Type 22 Double Panel Double Convector Radiator 600 mm x 700 mm 4081 BTU,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/90/706887_706990_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Product Codes Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/000136_Center Radiator TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/000189_Center Radiator Spares Data.pdf,,,,,,,,,,,,,,,,,,,,,
16,P706964,Center Type 11 Single Panel Single Convector Radiator 600 mm x 1600 mm 5558 BTU,Center,88.99,"A high quality radiator with smart contemporary styling to suit any room, the Center Type 21 horizontal radiator has been built using advanced production technology and high quality materials for a robust, reliable unit that will stand up to family life. Measuring 600 x 1600mm, this steel radiator is finished in a smart white powder coating and offers a heat output of 5558 BTU/h for cosy warmth, even in the depths of winter.",Radiators/Central Heating Radiators/Panel Radiators/Panel Radiators.csv -> Center Type 11 Single Panel Single Convector Radiator 600 mm x 1600 mm 5558 BTU,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/91/706878_706991_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Product Codes Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/000136_Center Radiator TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/000189_Center Radiator Spares Data.pdf,,,,,,,,,,,,,,,,,,,,,
17,P706977,Center Type 21 Double Panel Single Convector Radiator 600 mm x 800 mm 3658 BTU,Center,54.99,"A high quality radiator with smart contemporary styling to suit any room, the Center Type 21 horizontal radiator has been built using advanced production technology and high quality materials for a robust, reliable unit that will stand up to family life. Measuring 600 x 800mm, this steel radiator is finished in a smart white powder coating and offers a heat output of 3657 BTU/h for cosy warmth, even in the depths of winter.",Radiators/Central Heating Radiators/Panel Radiators/Panel Radiators.csv -> Center Type 21 Double Panel Single Convector Radiator 600 mm x 800 mm 3658 BTU,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/80/706875_706980_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Product Codes Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/000136_Center Radiator TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/000189_Center Radiator Spares Data.pdf,,,,,,,,,,,,,,,,,,,,,
18,P706984,Center Type 11 Single Panel Single Convector Radiator 600 mm x 1200 mm 4169 BTU,Center,53.99,"A high quality radiator with smart contemporary styling to suit any room, the Center Type 21 horizontal radiator has been built using advanced production technology and high quality materials for a robust, reliable unit that will stand up to family life. Measuring 600 x 1200mm, this steel radiator is finished in a smart white powder coating and offers a heat output of 4168 BTU/h for cosy warmth, even in the depths of winter.",Radiators/Central Heating Radiators/Panel Radiators/Panel Radiators.csv -> Center Type 11 Single Panel Single Convector Radiator 600 mm x 1200 mm 4169 BTU,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/91/706878_706991_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Product Codes Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/000136_Center Radiator TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/000189_Center Radiator Spares Data.pdf,,,,,,,,,,,,,,,,,,,,,
19,P706979,Center Type 21 Double Panel Single Convector Radiator 600 mm x 1200 mm 5486 BTU,Center,76.99,"A high quality radiator with smart contemporary styling to suit any room, the Center Type 21 horizontal radiator has been built using advanced production technology and high quality materials for a robust, reliable unit that will stand up to family life. Measuring 600 x 1200mm, this steel radiator is finished in a smart white powder coating and offers a heat output of 5486 BTU/h for cosy warmth, even in the depths of winter.",Radiators/Central Heating Radiators/Panel Radiators/Panel Radiators.csv -> Center Type 21 Double Panel Single Convector Radiator 600 mm x 1200 mm 5486 BTU,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/80/706875_706980_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Product Codes Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/000136_Center Radiator TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/000189_Center Radiator Spares Data.pdf,,,,,,,,,,,,,,,,,,,,,
