,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Colour,Warranty,Weight,Hazardous,Number of Bars,Fuel Source,Material,Output (W),BTU h,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7
11,P260441,Myson Avonmore straight towel warmer 1222 x 400mm Chrome,Myson,437.72,"A classic multi-rail design with a 6-5-5-8 configuration, the Myson Avonmore straight towel warmer measures 1222 x 400mm. With good outputs and tube spacing for practical towel placement, the Avonmore is ideal for both heating and storage.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Myson Avonmore straight towel warmer 1222 x 400mm Chrome,,Towel warmer;Air vents,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/41/NW-260441_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Avonmore_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_DesignCollection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
12,P260409,Myson Avonmore straight towel warmer 1807 x 500mm Chrome,Myson,580.7,"A classic multi-rail design with a 12-4-4-4-12 configuration, the Myson Avonmore straight towel warmer measures 1807 x 500mm. With good outputs and tube spacing for practical towel placement, the Avonmore is ideal for both heating and storage.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Myson Avonmore straight towel warmer 1807 x 500mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/11/NW-260409_260411_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Avonmore_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_DesignCollection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
13,P260407,Myson Avonmore straight towel warmer 1222 x 600mm Chrome,Myson,468.18,"A classic multi-rail design with a 6-5-5-8 configuration, the Myson Avonmore straight towel warmer measures 1222 x 600mm. With good outputs and tube spacing for practical towel placement, the Avonmore is ideal for both heating and storage.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Myson Avonmore straight towel warmer 1222 x 600mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/07/NW-260403_260407_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Avonmore_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_DesignCollection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
14,P219490,Tradefix F5I-TF straight towel warmer 772 x 500mm White,Tradefix,72.31,"Designed for installation in bathrooms or cloakrooms, the Tradefix F5I-TF standard contemporary towel warmer is built from quality steel and finished in a modern white gloss. With its slimline, wall-mounted design, this heated towel rail is an ideal choice for those homes where space is at a premium, offering a generous 1140 BTU/h output and plenty of towel hanging space in a 4-4-6 bar layout.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Tradefix F5I-TF straight towel warmer 772 x 500mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/95/219489_219495_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/TradeFix_27735_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tradefix_219489-219511_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_27624 _Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/219489-511_Tradefix_Flyer.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_F5I_TF_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/Tradefix_219489_511_Flyer.pdf,,,,,,,,,,,,,,,,,,,,,
15,P219479,CenterRail F5I-CR 1222x500 Strght Chrom 1341B,CenterRail,233.32,"Built from high quality, robust steel, this practical CenterRail F5I-CR classic ladder towel rail has a glossy chrome finish well-suited to contemporary bathroom designs. This 1341 BTU/h towel warmer's 25mm 6-4-4-7 configuration tubes look good, provide plentiful hanging space and improve efficiency for heating performance with minimal waste.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> CenterRail F5I-CR 1222x500 Strght Chrom 1341B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/82/219476_219482_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRail_Radiator_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRail_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/CenterRail_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/il/32024_Tech_Sheet_CenterRail.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/CenterRad_Brochure_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/CenterRail_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRail_27464_Installation.pdf,,,,,,,,,,,,,,,,,,,
16,P219473,CenterRail F5I-CR straight towel warmer 1222 x 600mm White,CenterRail,160.69,"Built from high quality, robust steel, this practical CenterRail F5I-CR classic ladder towel rail has a neat white powder-coated to complement most modern and traditional bathroom designs. This 2187 BTU/h towel warmer's 25mm 6-4-4-7 configuration tubes look good, provide plentiful hanging space and improve efficiency for heating performance with minimal waste.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> CenterRail F5I-CR straight towel warmer 1222 x 600mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/75/219469_219475_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRail_Radiator_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRail_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/il/32024_Tech_Sheet_CenterRail.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/CenterRad_Brochure_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/CenterRail_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRail_27464_Installation.pdf,,,,,,,,,,,,,,,,,,,,
17,P219477,CenterRail F5I-CR 862x500 Strght Chrome 901B,CenterRail,160.38,"Built from high quality, robust steel, this practical CenterRail F5I-CR classic ladder towel rail has a glossy chrome finish well-suited to contemporary bathroom designs. This 901 BTU/h towel warmer's 25mm 4-4-7 configuration tubes look good, provide plentiful hanging space and improve efficiency for heating performance with minimal waste.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> CenterRail F5I-CR 862x500 Strght Chrome 901B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/82/219476_219482_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRail_Radiator_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRail_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/CenterRail_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/il/32024_Tech_Sheet_CenterRail.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/CenterRad_Brochure_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/CenterRail_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRail_27464_Installation.pdf,,,,,,,,,,,,,,,,,,,
18,P219466,CenterRail F5I-CR 862x400 Straight Chrome,CenterRail,151.53,"Built from high quality, robust steel, this practical CenterRail F5I-CR classic ladder towel rail has a glossy chrome finish well-suited to contemporary bathroom designs. This 706 BTU/h towel warmer's 25mm 4-4-7 configuration tubes look good, provide plentiful hanging space and improve efficiency for heating performance with minimal waste.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> CenterRail F5I-CR 862x400 Straight Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/66/219466_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRail_32024_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/il/32024_Tech_Sheet_CenterRail.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/CenterRad_Brochure_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,
19,P219489,Tradefix F5I-TF straight towel warmer 772 x 450mm White,Tradefix,69.17,"Designed for installation in bathrooms or cloakrooms, the Tradefix F5I-TF standard contemporary towel warmer is built from quality steel and finished in a modern white gloss. With its slimline, wall-mounted design, this heated towel rail is an ideal choice for those homes where space is at a premium, offering a generous 1058 BTU/h output and plenty of towel hanging space in a 4-4-6 bar layout.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Tradefix F5I-TF straight towel warmer 772 x 450mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/95/219489_219495_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/TradeFix_27735_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tradefix_219489-219511_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_27624 _Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/219489-511_Tradefix_Flyer.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_F5I_TF_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/Tradefix_219489_511_Flyer.pdf,,,,,,,,,,,,,,,,,,,,,
20,P219467,CenterRail F5I-CR 1222x400 Straight Chrome,CenterRail,226.82,"Built from high quality, robust steel, this practical CenterRail F5I-CR classic ladder towel rail has a glossy chrome finish well-suited to contemporary bathroom designs. This 972 BTU/h towel warmer's 25mm 6-4-4-7 configuration tubes look good, provide plentiful hanging space and improve efficiency for heating performance with minimal waste.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> CenterRail F5I-CR 1222x400 Straight Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/67/219467_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRail_32024_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/il/32024_Tech_Sheet_CenterRail.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/CenterRad_Brochure_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,
21,P219469,CenterRail F5I-CR straight towel warmer 862 x 450mm White,CenterRail,96.11,"Built from high quality, robust steel, this practical CenterRail F5I-CR classic ladder towel rail has a neat white powder-coated to complement most modern and traditional bathroom designs. This 1232 BTU/h towel warmer's 25mm 4-4-7 configuration tubes look good, provide plentiful hanging space and improve efficiency for heating performance with minimal waste.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> CenterRail F5I-CR straight towel warmer 862 x 450mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/75/219469_219475_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRail_Radiator_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRail_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/CenterRail_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/il/32024_Tech_Sheet_CenterRail.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/CenterRail_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/CenterRad_Brochure_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRail_27464_Installation.pdf,,,,,,,,,,,,,,,,,,,
22,P219476,CenterRail F5I-CR 862x450 Strght Chrome 812B,CenterRail,154.19,"Built from high quality, robust steel, this practical CenterRail F5I-CR classic ladder towel rail has a glossy chrome finish well-suited to contemporary bathroom designs. This 812 BTU/h towel warmer's 25mm 4-4-7 configuration tubes look good, provide plentiful hanging space and improve efficiency for heating performance with minimal waste.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> CenterRail F5I-CR 862x450 Strght Chrome 812B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/82/219476_219482_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRail_Radiator_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRail_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/il/32024_Tech_Sheet_CenterRail.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/CenterRad_Brochure_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/CenterRail_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRail_27464_Installation.pdf,,,,,,,,,,,,,,,,,,,,
23,PT26257,Essentials Anthracite Angles Thermostatic Radiator Valve Pack (Pairs),Essentials,30.92,"Part of the Essentials range, these Angles thermostatic radiator valves, or TRVs, are suitable for use on any 15mm pipework. Improving comfort in the home, these TRVs are finished in anthracite grey to complement modern dark-toned radiator designs.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Essentials Anthracite Angles Thermostatic Radiator Valve Pack (Pairs),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/57/T26257_wm.jpg,,,,,,,,,Anthracite,1 year,0.47Kg,N,Not Applicable,Not Applicable,Brass,Not Applicable,Not Applicable,CTRV01APA,Towel Warmer Part,N,Supplied as a pair,Brass construction,Anthracite finish,1 year warranty,,,
24,P207088,Center CB MD001-MS electric straight 1200x400 543w White,Center CB,197.81,"Designed to complement a modern bathroom design, the spacious Center CB MD001-MS contemporary towel warmer has a cool square-tubed design with a white powder-coated finish and 4-5-13 bar configuration. Installation of this practical wall-mounted 1853 BTU/h heated towel rail is simple and flexible using the adjustable brackets through the crossbars.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Center CB MD001-MS electric straight 1200x400 543w White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/88/207088_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Center_CB_CenterRail_Fitting_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Center_Part2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Center_Part1_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Center_CB_207088_1200x400_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/CenterRail_Fitting Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Center_CB_Part2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Center_CB_Part1_Installation.pdf,,,,,,,,,,,,,,,,,,,,
25,P219485,CenterRail F5I-CR curved towel warmer 1222 x 500mm Chrome,CenterRail,237.53,"Built from high quality, robust steel, this practical CenterRail F5I-CR classic ladder towel rail has a glossy chrome finish well-suited to contemporary bathroom designs. This 1341 BTU/h towel warmer's 25mm 6-4-4-7 configuration tubes look good, provide plentiful hanging space and improve efficiency for heating performance with minimal waste.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> CenterRail F5I-CR curved towel warmer 1222 x 500mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/88/219483_219488_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRail_Radiator_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRail_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/il/32024_Tech_Sheet_CenterRail.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/CenterRad_Brochure_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/CenterRail_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRail_27464_Installation.pdf,,,,,,,,,,,,,,,,,,,,
26,P260406,Myson Avonmore straight towel warmer 1222 x 600mm White,Myson,200.8,"A classic multi-rail design with a 6-5-5-8 configuration, the Myson Avonmore straight towel warmer measures 1222 x 600mm. With good outputs and tube spacing for practical towel placement, the Avonmore is ideal for both heating and storage.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Myson Avonmore straight towel warmer 1222 x 600mm White,,Towel warmer;Air vents,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/07/NW-260403_260407_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Avonmore_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_DesignCollection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
