,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Connection Size,Connection Type,Diameter,Range,Warranty,Weight,Hazardous,Drainage Product Type,Material,Resistance Features,Wall Thickness (mm),Paintable,Standards,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8
10,PQ64323,"Wavin Osma SquareLine 90deg squareline angle 4"" Black",Wavin,13.64,"Ideal for domestic use, this Wavin Osma SquareLine 100mm gutter angle is made of black PVC-U and offers a neat, modern rectilinear profile.","Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> Wavin Osma SquareLine 90deg squareline angle 4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/23/NW-Q64323_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
11,PQ66628,Wavin Osma DeepLine gutter deep run line 4mtr Black,Wavin,47.03,"Supplied in a 4M length, this Wavin Osma DeepLine 113mm gutter is made of black PVC-U and is part of a semi-elliptical profile gutter system offering a compact yet high capacity domestic solution designed to cope with increased rainwater.",Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> Wavin Osma DeepLine gutter deep run line 4mtr Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/28/NW-Q66628_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
12,PF14004,Center CB gutter union 112mm,Center CB,6.25,"Center CB gutter union is made of PVC-U. The Center rainwater range allows efficiently channel roof water to the drain across a variety of building types and sizes. Available in either a black rounded profile or a white square profile, this range is designed and engineered to last, withstanding changes in temperature and weather without the joints weakening or separating.",Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> Center CB gutter union 112mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/04/NW-F14004_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,PF68622,Polypipe OGEE gutter 130mm x 4mtr Black,Polypipe,98.65,"Suitable for domestic use, this Polypipe OGEE 130mm gutter, supplied in a 4M length, is made of PVC-U. With a deep capacity, the OGEE rainwater system is ideal for use in any area where regular heavy rainfall is expected.",Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> Polypipe OGEE gutter 130mm x 4mtr Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/22/NW-F68622_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,PQ64453,Wavin Wavin Osma RoundLine gutter union Black,Wavin,8.72,"Made of black PVC-u with a smart semi-round profile, this Wavin Osma RoundLine 112mm gutter union with push-fit connections is designed for hanging gutters.",Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> Wavin Wavin Osma RoundLine gutter union Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/53/NW-Q64453_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Wavin_AGBG_Trade_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,
15,PW50410,"Alumasc Heritage plain gutter 6 x 4"" x 6ft",Alumasc,171.62,"Manufactured in aluminium, this Alumasc Heritage 150mm moulded gutter with 150 x 100mm spigot x spigot connections has been designed to blend effortlessly into traditionally designed properties, offering architectural features appropriate to period builds while providing reliable suitability for contemporary fast-track building contracts.","Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> Alumasc Heritage plain gutter 6 x 4"" x 6ft",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/10/NW-W50410_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alumasc_Heritage_Gutter_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alumasc_All_Guttering_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Harmer_Alumasc_M001RW_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/AlumascHeritage_RainwaterPipe_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,
16,PQ66037,Wavin Osma round line pipe 68mm 5.5mtr Anthracite Grey,Wavin,59.17,"Measuring 5.5M in length, this Wavin Osma 68mm pipe in Anthracite grey is part of the 112mm RoundLine gutter system. Suitable for domestic use, RoundLine features 68mm downpipes and is applicable for roof areas of 163M² with a single downpipe.",Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> Wavin Osma round line pipe 68mm 5.5mtr Anthracite Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/37/Q66037_wm.jpg,,,,,Anthracite Grey,68 mm,Plain end,68 mm,Osma,12 Months,3.329kg,N,Rainwater Drain Pipe,PVC-U,n/a,2.1,No,BS EN 12200-1: 2000,0T088AG,N,"Compatible directly with RoundLine, DeepLine, SuperLine and StormLine gutter",Compatible with SquareLine using adapter,PVC-u construction,Anthracite grey colour,Meets BS EN 12200-1:2000,12 month warranty,,
17,PQ64346,"Wavin Osma SquareLine squareline gutter 4"" x 4mtr Black",Wavin,42.91,"Ideal for domestic use, this Wavin Osma SquareLine 100mm gutter, supplied in a 4M length, is made of black PVC-U and offers a neat, modern rectilinear profile.","Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> Wavin Osma SquareLine squareline gutter 4"" x 4mtr Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/46/NW-Q64346_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
18,PQ66622,Wavin Osma DeepLine 45deg gutter angle Black,Wavin,18.72,This Wavin Osma DeepLine 113mm gutter angle is made of black PVC-U.,Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> Wavin Osma DeepLine 45deg gutter angle Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/22/NW-Q66622_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
19,PQ66646,Wavin Osma DeepLine downpipe gutter 4mtr White,Wavin,47.03,"Made of white PVC-u, this Wavin Osma DeepLine 113mm downpipe gutter is supplied in a 4M length and fitted using push-fit connections. This fitting is part of the semi-round profile DeepLine guttering system, a high capacity but compact domestic solution for heavy rainfall.",Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> Wavin Osma DeepLine downpipe gutter 4mtr White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/46/NW-Q66646_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
20,PF67951,Polypipe square gutter 112mm x 4mtr Black,Polypipe,56.59,"Suitable for domestic use, this Polypipe 112mm push-fit square gutter is made of black PVC-U and supplied in a length of 4M",Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> Polypipe square gutter 112mm x 4mtr Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/51/NW-F67951_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PQ64338,"Wavin Osma SquareLine 4T830B squareline rainwater head 2.1/4"" Black",Wavin,42.04,"This Wavin Osma SquareLine 2 1/4"" rainwater head is made of smooth black plastic. Ideal for domestic use, the efficient SquareLine guttering system has a neat rectilineal profile that suits modern buildings.","Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> Wavin Osma SquareLine 4T830B squareline rainwater head 2.1/4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/38/Q64338_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Wavin_BelowGroundDrainage_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PW76075,"Alumasc Apex Heritage half round gutter 4.1/2"" x 6ft",Alumasc,56.83,"Made of black cast iron, this Alumasc Apex Heritage 113mm diameter half-round gutter includes a pronounced feature bead on each lip, providing definition on the gutter edge and creating a feature well-suited to period properties.","Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> Alumasc Apex Heritage half round gutter 4.1/2"" x 6ft",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/75/NW-W76075_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alumasc_Rainwater_Systems_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Harmer_Alumasc_M004RW_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alumasc_All_Guttering_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
23,PQ64327,"Wavin Osma SquareLine squareline gutter union 4"" Black",Wavin,13.51,"Made of black PVC-u, this Wavin Osma SquareLine 4"" gutter union with 100mm push-fit connections is designed with a smartly modern linear profile.","Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> Wavin Osma SquareLine squareline gutter union 4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/27/NW-Q64327_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
24,PW50320,PLAIN 4IN X3IN X6FT NO.46 GUTTER   MG2/217,Alumasc,102.89,"Ideal for modern improvements to period builds, the Alumasc Heritage 6' plain gutter with 100 x 75mm spigot x spigot connections offers the traditional architectural features common to older properties yet is made of modern recyclable aluminium for lightweight durability and the easy handling expected for fast-track building projects.",Drainage/Rainwater Guttering and Fittings/Guttering/Guttering.csv -> PLAIN 4IN X3IN X6FT NO.46 GUTTER   MG2/217,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/20/NW-W50320_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alumasc_Heritage_Gutter_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alumasc_All_Guttering_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Harmer_Alumasc_M001RW_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/AlumascHeritage_RainwaterPipe_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,
